4.197679042816162109e+00,-3.998793125152587891e+00,-1.553431987762451172e+00
5.961389064788818359e+00,-5.680922985076904297e+00,1.437380164861679077e-01
4.722417354583740234e+00,-4.501814842224121094e+00,-1.506272196769714355e+00
5.953589439392089844e+00,-5.677457332611083984e+00,4.311436116695404053e-01
4.772427082061767578e+00,-4.551078319549560547e+00,-1.281854867935180664e+00
5.942410469055175781e+00,-5.668777465820312500e+00,7.185119390487670898e-01
4.754565715789794922e+00,-4.537215709686279297e+00,-1.040915012359619141e+00
6.045031070709228516e+00,-5.770704746246337891e+00,1.026139974594116211e+00
4.740467548370361328e+00,-4.526924133300781250e+00,-8.048251867294311523e-01
6.084858894348144531e+00,-5.812786102294921875e+00,1.332821846008300781e+00
6.028057575225830078e+00,-5.760537147521972656e+00,1.620731711387634277e+00
5.972636222839355469e+00,-5.709569454193115234e+00,-4.330277442932128906e-01
6.084310531616210938e+00,-5.818357467651367188e+00,1.943577051162719727e+00
5.963476181030273438e+00,-5.704798698425292969e+00,-1.440521627664566040e-01
4.189271926879882812e+00,-4.018770694732666016e+00,-1.555502533912658691e+00
5.928537368774414062e+00,-5.689236640930175781e+00,1.434238851070404053e-01
4.703863143920898438e+00,-4.515572547912597656e+00,-1.505372524261474609e+00
5.904923915863037109e+00,-5.670536994934082031e+00,4.290501773357391357e-01
4.704118728637695312e+00,-4.517395496368408203e+00,-1.267735123634338379e+00
5.908217906951904297e+00,-5.675683021545410156e+00,7.167688012123107910e-01
4.701666355133056641e+00,-4.518197059631347656e+00,-1.032780408859252930e+00
6.007678508758544922e+00,-5.775261878967285156e+00,1.023215174674987793e+00
4.696019649505615234e+00,-4.515923976898193359e+00,-7.999504208564758301e-01
6.044601440429687500e+00,-5.814818382263183594e+00,1.328441619873046875e+00
4.683773994445800781e+00,-4.505722045898437500e+00,-5.686040520668029785e-01
5.985279560089111328e+00,-5.759762763977050781e+00,1.614625930786132812e+00
4.700839042663574219e+00,-4.525299072265625000e+00,-3.419631719589233398e-01
6.041504383087158203e+00,-5.817932605743408203e+00,1.936378717422485352e+00
4.637304306030273438e+00,-4.467257022857666016e+00,-1.123935058712959290e-01
5.917579174041748047e+00,-5.702576160430908203e+00,2.202032566070556641e+00
4.177996635437011719e+00,-4.036054134368896484e+00,-1.556537866592407227e+00
4.686671257019042969e+00,-4.530610084533691406e+00,-1.504922628402709961e+00
4.671385288238525391e+00,-4.517410755157470703e+00,-1.263155579566955566e+00
5.864027023315429688e+00,-5.672722816467285156e+00,7.138055562973022461e-01
4.671671867370605469e+00,-4.520844459533691406e+00,-1.029651761054992676e+00
5.967514038085937500e+00,-5.776867389678955078e+00,1.019802689552307129e+00
4.661689281463623047e+00,-4.514337062835693359e+00,-7.967818379402160645e-01
5.988796234130859375e+00,-5.801521301269531250e+00,1.320619940757751465e+00
4.669448375701904297e+00,-4.523430824279785156e+00,-5.687783956527709961e-01
5.948219299316406250e+00,-5.764225006103515625e+00,1.610046386718750000e+00
4.679277896881103516e+00,-4.536119937896728516e+00,-3.415445089340209961e-01
5.995977401733398438e+00,-5.814566135406494141e+00,1.928280472755432129e+00
4.641777038574218750e+00,-4.502909183502197266e+00,-1.128821671009063721e-01
5.910114288330078125e+00,-5.735305309295654297e+00,2.206691265106201172e+00
4.152804851531982422e+00,-4.039836406707763672e+00,-1.552396655082702637e+00
4.644730091094970703e+00,-4.519958019256591797e+00,1.131265014410018921e-01
4.680602073669433594e+00,-4.556457519531250000e+00,-1.508071899414062500e+00
4.653234481811523438e+00,-4.531397342681884766e+00,3.403930962085723877e-01
4.661214351654052734e+00,-4.539167881011962891e+00,-1.264682054519653320e+00
4.651618003845214844e+00,-4.532988071441650391e+00,-1.028713107109069824e+00
4.643060684204101562e+00,-4.527810096740722656e+00,-7.962943911552429199e-01
5.958611488342285156e+00,-5.812735080718994141e+00,1.318429827690124512e+00
4.663613796234130859e+00,-4.549441337585449219e+00,-5.699985623359680176e-01
5.901365280151367188e+00,-5.758900642395019531e+00,1.602795720100402832e+00
4.644836425781250000e+00,-4.534288406372070312e+00,-3.401837646961212158e-01
5.954730510711669922e+00,-5.815038204193115234e+00,1.921532034873962402e+00
4.638904571533203125e+00,-4.531661510467529297e+00,-1.131963133811950684e-01
5.880387306213378906e+00,-5.746449947357177734e+00,2.203067779541015625e+00
4.144198417663574219e+00,-4.059716224670410156e+00,-1.554467320442199707e+00
4.614641666412353516e+00,-4.522147178649902344e+00,1.127774491906166077e-01
4.670234680175781250e+00,-4.578225135803222656e+00,-1.509871482849121094e+00
4.628197669982910156e+00,-4.537016391754150391e+00,3.396603763103485107e-01
4.648144721984863281e+00,-4.558160305023193359e+00,-1.265445351600646973e+00
4.621022701263427734e+00,-4.533146381378173828e+00,5.663380026817321777e-01
4.634356498718261719e+00,-4.547813892364501953e+00,-1.028400301933288574e+00
4.633687019348144531e+00,-4.548744201660156250e+00,7.972692847251892090e-01
4.637141704559326172e+00,-4.553725719451904297e+00,-7.980005145072937012e-01
4.632768630981445312e+00,-4.549431324005126953e+00,1.028400301933288574e+00
4.640598297119140625e+00,-4.558711051940917969e+00,-5.691269636154174805e-01
4.633253574371337891e+00,-4.554675102233886719e+00,-3.404977619647979736e-01
5.926059722900390625e+00,-5.827589988708496094e+00,1.918832540512084961e+00
4.623851299285888672e+00,-4.547019958496093750e+00,-1.131963133811950684e-01
5.870938777923583984e+00,-5.775401115417480469e+00,2.206691265106201172e+00
4.141003608703613281e+00,-4.085010528564453125e+00,-1.558608412742614746e+00
4.586807250976562500e+00,-4.524785995483398438e+00,1.124633103609085083e-01
4.652253150939941406e+00,-4.590949058532714844e+00,-1.508971691131591797e+00
4.593855381011962891e+00,-4.534903049468994141e+00,3.382996618747711182e-01
4.647571563720703125e+00,-4.589531898498535156e+00,-1.269643068313598633e+00
4.595249176025390625e+00,-4.539447784423828125e+00,5.651178359985351562e-01
4.636114120483398438e+00,-4.579816341400146484e+00,-1.032154798507690430e+00
4.581865310668945312e+00,-4.527807235717773438e+00,7.909321188926696777e-01
4.619192123413085938e+00,-4.566286563873291016e+00,-7.975130081176757812e-01
4.597196102142333984e+00,-4.546129226684570312e+00,1.024020195007324219e+00
4.620407581329345703e+00,-4.570678710937500000e+00,-5.686040520668029785e-01
4.568195819854736328e+00,-4.519028663635253906e+00,1.249035835266113281e+00
4.626641273498535156e+00,-4.578443527221679688e+00,-3.411257863044738770e-01
4.603488445281982422e+00,-4.557121753692626953e+00,1.495474576950073242e+00
4.603688716888427734e+00,-4.558910846710205078e+00,-1.130915954709053040e-01
4.604561805725097656e+00,-4.561367511749267578e+00,1.736675858497619629e+00
4.146625995635986328e+00,-4.117777824401855469e+00,-1.565855264663696289e+00
4.580915927886962891e+00,-4.550634384155273438e+00,1.127076372504234314e-01
4.641728878021240234e+00,-4.612655162811279297e+00,-1.510771393775939941e+00
4.559583187103271484e+00,-4.532606124877929688e+00,3.369389176368713379e-01
4.674096584320068359e+00,-4.646441936492919922e+00,-1.281091690063476562e+00
4.577345371246337891e+00,-4.551851749420166016e+00,5.647692084312438965e-01
4.662113189697265625e+00,-4.637765884399414062e+00,-1.041540861129760742e+00
4.556182861328125000e+00,-4.533971309661865234e+00,7.892259359359741211e-01
4.594783782958984375e+00,-4.573980808258056641e+00,-7.960506677627563477e-01
4.567302227020263672e+00,-4.548210144042968750e+00,1.020891427993774414e+00
4.605225563049316406e+00,-4.585975170135498047e+00,-5.686040520668029785e-01
4.557956695556640625e+00,-4.540489196777343750e+00,1.250562191009521484e+00
4.595069885253906250e+00,-4.579057693481445312e+00,-3.399744033813476562e-01
4.546148777008056641e+00,-4.531889438629150391e+00,1.481977581977844238e+00
4.587746620178222656e+00,-4.574953079223632812e+00,-1.130915954709053040e-01
4.561257362365722656e+00,-4.550125598907470703e+00,1.726323127746582031e+00
4.126762866973876953e+00,-4.126762866973876953e+00,-1.563784718513488770e+00
4.570658683776855469e+00,-4.572253704071044922e+00,1.128472536802291870e-01
