test,training,validation
0.28923794627189636,0.24502985179424286,0.23630282282829285
0.03188597783446312,0.009206613525748253,0.008192116394639015
0.030614351853728294,0.006425892002880573,0.005250605754554272
0.030592938885092735,0.005369080230593681,0.005709194112569094
0.030358076095581055,0.0049639856442809105,0.004600770305842161
0.030152421444654465,0.004729903768748045,0.005012044217437506
0.0299603883177042,0.004574282560497522,0.005262549966573715
0.02975969761610031,0.004460389260202646,0.004505704622715712
0.029606319963932037,0.004366058856248856,0.00406664190813899
0.029439708217978477,0.004279735963791609,0.004448662046343088
0.029288215562701225,0.004193141590803862,0.0043654125183820724
0.029137980192899704,0.004104754887521267,0.0043084206990897655
0.029048264026641846,0.004016429651528597,0.0038324380293488503
0.02896147035062313,0.003934271167963743,0.003955739550292492
0.028888287022709846,0.0038616021629422903,0.0038115817587822676
0.028826985508203506,0.0037981413770467043,0.0029105835128575563
0.02877894788980484,0.003741914639249444,0.004006841219961643
0.028736738488078117,0.003690235083922744,0.004124955739825964
0.028712065890431404,0.003642183495685458,0.0031056320294737816
0.028703829273581505,0.0035945146810263395,0.004699985031038523
0.028696544468402863,0.0035530393943190575,0.003232609713450074
0.02869999408721924,0.00351491617038846,0.004196838475763798
0.028690200299024582,0.00347969401627779,0.0031272941268980503
0.02868763729929924,0.0034464679192751646,0.0032392553985118866
0.02869892306625843,0.0034147242549806833,0.00387095776386559
0.028680818155407906,0.0033834464848041534,0.0034892491530627012
0.02867310866713524,0.0033531340304762125,0.0030718303751200438
0.028627878054976463,0.003321827854961157,0.0030791214667260647
0.02863689325749874,0.0032909917645156384,0.0033976866398006678
0.0285932756960392,0.003260286059230566,0.0030081544537097216
0.028586339205503464,0.0032282418105751276,0.002841228386387229
0.028558839112520218,0.003197676269337535,0.0039627389051020145
0.02857542596757412,0.0031692301854491234,0.0028520128689706326
0.02850671298801899,0.003142135450616479,0.003553590504452586
0.028462069109082222,0.003116953419521451,0.0030723456293344498
0.028464343398809433,0.0030921560246497393,0.0033361592795699835
0.028419969603419304,0.003067929996177554,0.002619875827804208
0.02843170426785946,0.0030441645067185163,0.00313445832580328
0.028437411412596703,0.003020819276571274,0.0029053548350930214
0.028456799685955048,0.0029980132821947336,0.0025279391556978226
0.02845364809036255,0.0029760252218693495,0.00335471099242568
0.02843691222369671,0.0029537598602473736,0.002534826286137104
0.028472723439335823,0.0029330989345908165,0.0029122112318873405
0.028458494693040848,0.002916899975389242,0.0031564785167574883
0.028536736965179443,0.002895657205954194,0.0034033518750220537
0.028592782095074654,0.002878150437027216,0.0031278450042009354
0.028614073991775513,0.002861576620489359,0.002977005671709776
0.02869303524494171,0.0028449920937418938,0.0029112615156918764
0.028723515570163727,0.0028293998911976814,0.003009331878274679
0.028807349503040314,0.0028145911637693644,0.0031601646915078163
0.028884688392281532,0.0027993328403681517,0.0029459085781127214
0.02894933521747589,0.0027846612501889467,0.0030821035616099834
0.0289874617010355,0.0027695659082382917,0.002534598344936967
0.029063262045383453,0.002753968583419919,0.0025841491296887398
0.02911701798439026,0.0027403084095567465,0.0023915236815810204
0.029117975383996964,0.002724668476730585,0.002471503335982561
0.029202735051512718,0.0027100048027932644,0.0024393079802393913
0.029211336746811867,0.0026926284190267324,0.003425672883167863
0.02923419512808323,0.0026766371447592974,0.0024815022479742765
0.02929021790623665,0.0026624256279319525,0.0025638577062636614
0.029299423098564148,0.0026488921139389277,0.002388845896348357
0.02933339588344097,0.0026350996922701597,0.0025675303768366575
0.029380474239587784,0.0026298125740140676,0.0026384645607322454
0.02943551167845726,0.0026085900608450174,0.0027057016268372536
0.029488861560821533,0.0025964120868593454,0.002979493234306574
0.029518190771341324,0.0025844653137028217,0.0021605377551168203
0.029452022165060043,0.002569776028394699,0.0024549313820898533
0.029482049867510796,0.0025580248329788446,0.0022464122157543898
0.029488105326890945,0.002545206109061837,0.0025083133950829506
0.029507910832762718,0.0025321857538074255,0.002997152740135789
0.029474489390850067,0.002521506743505597,0.0022586744744330645
0.02948133647441864,0.002512390725314617,0.002176413545385003
0.029508177191019058,0.0024996509309858084,0.0027820419054478407
0.02954845502972603,0.002484572120010853,0.0027175743598490953
0.029552431777119637,0.002475226763635874,0.0025999911595135927
0.029572663828730583,0.0024609784595668316,0.002592002274468541
0.029573459178209305,0.0024499783758074045,0.0026822732761502266
0.029605304822325706,0.0024391603656113148,0.0022013180423527956
0.02969871647655964,0.0024389782920479774,0.0021731157321482897
0.029683642089366913,0.002419425407424569,0.0021083506289869547
0.02970797009766102,0.002409990644082427,0.002289593918249011
0.029736829921603203,0.002398707903921604,0.0020988257601857185
0.029791301116347313,0.002389144618064165,0.0026593063957989216
0.029808970168232918,0.002382064238190651,0.0018659231718629599
0.029872970655560493,0.002373460913076997,0.0024089741054922342
0.02992020547389984,0.002361597027629614,0.0026249680668115616
0.029984772205352783,0.0023526770528405905,0.0025916709564626217
0.030007781460881233,0.002343785250559449,0.0021595628932118416
0.03007175214588642,0.0023361118510365486,0.001942297094501555
0.03011246770620346,0.002327940659597516,0.0024004329461604357
