Lane change left,Lane change none,Lane change right,Lane change left edgar,Lane change none edgar,Lane change right edgar,Lane change left jj,Lane change none jj,Lane change right jj,Lane change left miguel,Lane change none miguel,Lane change right miguel
0,1,0,-17.881119,82.56226,-12.377628,-40.169453,38.32893,-25.09811,-1.8483117,2.9683824,2.4162748
0,1,0,-17.910057,82.71007,-12.418217,-39.946175,38.182583,-25.030575,-1.8218768,2.9300334,2.3878484
0,1,0,-17.939562,82.86076,-12.459602,-39.718513,38.033363,-24.961718,-1.7949235,2.8909328,2.3588645
0,1,0,-17.96834,83.00775,-12.499965,-39.496475,37.88783,-24.894558,-1.7686362,2.852798,2.3305967
0,1,0,-17.996885,83.15357,-12.540007,-39.276203,37.743458,-24.827936,-1.742558,2.8149664,2.302554
0,1,0,-18.027842,83.31168,-12.583426,-39.037354,37.586903,-24.755692,-1.7142797,2.7739434,2.272145
0,1,0,-18.056194,83.45649,-12.623194,-38.818592,37.443516,-24.689526,-1.68838,2.7363713,2.2442946
0,1,0,-18.08341,83.59553,-12.661371,-38.608566,37.30586,-24.626,-1.6635146,2.7002993,2.2175555
0,1,0,-18.112011,83.74161,-12.701483,-38.38791,37.16123,-24.55926,-1.6373788,2.6627622,2.189277
0,1,0,-18.139832,83.88369,-12.740504,-38.17324,37.020527,-24.494331,-1.611904,2.6277392,2.1609924
0,1,0,-18.165106,84.01279,-12.775953,-37.97824,36.892715,-24.43535,-1.5887626,2.595924,2.1352987
0,1,0,-18.19344,84.15751,-12.815696,-37.759617,36.749416,-24.369226,-1.5628172,2.5602536,2.1064918
0,1,0,-18.219841,84.29236,-12.852727,-37.5559,36.615894,-24.30761,-1.5386415,2.5270169,2.0796497
0,1,0,-18.246145,84.426735,-12.889625,-37.352936,36.48286,-24.24622,-1.5145544,2.4939013,2.052906
0,1,0,-18.271477,84.556114,-12.925153,-37.157482,36.354755,-24.187103,-1.4913596,2.4620128,2.027153
0,1,0,-18.298704,84.69518,-12.963344,-36.94739,36.21705,-24.123558,-1.4664273,2.4277356,1.999471
0,1,0,-18.324951,84.82923,-13.000154,-36.744896,36.084324,-24.062311,-1.4423964,2.3946977,1.9727895
0,1,0,-18.352333,84.96909,-13.038564,-36.533604,35.945835,-23.998404,-1.4173216,2.3602245,1.9449493
0,1,0,-18.378801,85.10429,-13.075688,-36.329384,35.81198,-23.936634,-1.3930858,2.326905,1.9180406
0,1,0,-18.404501,85.23555,-13.1117325,-36.131096,35.68201,-23.876663,-1.3695546,2.2945538,1.891914
0,1,0,-18.430492,85.36832,-13.1481905,-35.930534,35.550556,-23.815998,-1.3457533,2.2618315,1.8654877
0,1,0,-18.454813,85.49252,-13.182301,-35.742905,35.427578,-23.759247,-1.3234861,2.2312179,1.8407644
0,1,0,-18.480291,85.62267,-13.218043,-35.536903,35.296093,-23.702316,-1.3001525,2.1991389,1.8148574
0,1,0,-18.504257,85.74509,-13.251656,-35.307793,35.162594,-23.658363,-1.2782092,2.1689708,1.790494
0,1,0,-18.528465,85.86872,-13.285609,-35.076355,35.02774,-23.613964,-1.2560428,2.1384964,1.7658827
0,1,0,-18.551605,85.98691,-13.318063,-34.855133,34.89884,-23.571526,-1.2348553,2.1093676,1.7423584
0,1,0,-18.573668,86.09963,-13.349014,-34.644165,34.775913,-23.53105,-1.2146498,2.0815885,1.7199243
0,1,0,-18.594685,86.20697,-13.378494,-34.443226,34.658833,-23.4925,-1.1954044,2.0551295,1.6985564
0,1,0,-18.61702,86.32103,-13.409817,-34.229725,34.53443,-23.451544,-1.1749566,2.0270176,1.6758534
0,1,0,-18.637945,86.427925,-13.439166,-34.02967,34.417866,-23.413162,-1.1557959,2.0006752,1.6545795
0,1,0,-18.65844,86.53261,-13.467916,-33.83371,34.30368,-23.375568,-1.1370273,1.9748721,1.6337409
0,1,0,-18.677446,86.6297,-13.494576,-33.651978,34.197792,-23.340706,-1.1196222,1.9509432,1.614416
0,1,0,-18.696281,86.72589,-13.520991,-33.47193,34.09288,-23.306164,-1.1023779,1.9272354,1.5952698
0,1,0,-18.713081,86.8117,-13.544556,-33.311302,33.999287,-23.275349,-1.0869938,1.906085,1.578189
0,1,0,-18.730316,86.899734,-13.568729,-33.146534,33.90328,-23.24374,-1.0712126,1.8843892,1.5606674
0,1,0,-18.74835,86.99185,-13.594026,-32.974106,33.802814,-23.21066,-1.0546983,1.8616853,1.5423317
0,1,0,-18.766104,87.08251,-13.618924,-32.8044,33.70393,-23.178104,-1.0384446,1.8393395,1.5242854
0,1,0,-18.783937,87.173615,-13.64394,-32.63388,33.60457,-23.14539,-1.0221128,1.8168862,1.5061523
0,1,0,-18.800634,87.2589,-13.66736,-32.474243,33.511555,-23.114765,-1.0068237,1.7958665,1.4891768
0,1,0,-18.817543,87.34527,-13.691077,-32.312588,33.41736,-23.083752,-0.9913403,1.7745798,1.4719859
0,1,0,-18.833893,87.42877,-13.71401,-32.15626,33.326275,-23.05376,-0.9763689,1.7539966,1.4553632
0,1,0,-18.85076,87.514915,-13.737662,-31.995047,33.232338,-23.022831,-0.9609282,1.7327688,1.4382197
0,1,0,-15.259155,69.16996,-8.70001,-69.89825,53.83859,-28.228258,-4.392254,6.6399474,5.0686517
0,1,0,-15.259155,69.16996,-8.70001,-69.89825,53.83859,-28.228258,-4.392254,6.6399474,5.0686517
0,1,0,-15.259155,69.16996,-8.70001,-69.89825,53.83859,-28.228258,-4.392254,6.6399474,5.0686517
0,1,0,-15.259155,69.16996,-8.70001,-69.89825,53.83859,-28.228258,-4.392254,6.6399474,5.0686517
0,1,0,-15.259155,69.16996,-8.70001,-69.89825,53.83859,-28.228258,-4.392254,6.6399474,5.0686517
0,1,0,-15.259155,69.16996,-8.70001,-69.89825,53.83859,-28.228258,-4.392254,6.6399474,5.0686517
0,1,0,-15.259155,69.16996,-8.70001,-69.89825,53.83859,-28.228258,-4.392254,6.6399474,5.0686517
0,1,0,-15.259155,69.16996,-8.70001,-69.89825,53.83859,-28.228258,-4.392254,6.6399474,5.0686517
0,1,0,-15.259155,69.16996,-8.70001,-69.89825,53.83859,-28.228258,-4.392254,6.6399474,5.0686517
0,1,0,-15.259155,69.16996,-8.70001,-69.89825,53.83859,-28.228258,-4.392254,6.6399474,5.0686517
0,1,0,-15.259155,69.16996,-8.70001,-69.89825,53.83859,-28.228258,-4.392254,6.6399474,5.0686517
0,1,0,-15.259155,69.16996,-8.70001,-69.89825,53.83859,-28.228258,-4.392254,6.6399474,5.0686517
0,1,0,-15.259155,69.16996,-8.70001,-69.89825,53.83859,-28.228258,-4.392254,6.6399474,5.0686517
0,1,0,-15.259155,69.16996,-8.70001,-69.89825,53.83859,-28.228258,-4.392254,6.6399474,5.0686517
0,1,0,-15.259155,69.16996,-8.70001,-69.89825,53.83859,-28.228258,-4.392254,6.6399474,5.0686517
0,1,0,-15.259155,69.16996,-8.70001,-69.89825,53.83859,-28.228258,-4.392254,6.6399474,5.0686517
0,1,0,-15.259155,69.16996,-8.70001,-69.89825,53.83859,-28.228258,-4.392254,6.6399474,5.0686517
0,1,0,-15.259155,69.16996,-8.70001,-69.89825,53.83859,-28.228258,-4.392254,6.6399474,5.0686517
0,1,0,-15.259155,69.16996,-8.70001,-69.89825,53.83859,-28.228258,-4.392254,6.6399474,5.0686517
0,1,0,-15.259155,69.16996,-8.70001,-69.89825,53.83859,-28.228258,-4.392254,6.6399474,5.0686517
0,1,0,-15.259155,69.16996,-8.70001,-69.89825,53.83859,-28.228258,-4.392254,6.6399474,5.0686517
0,1,0,-15.259155,69.16996,-8.70001,-69.89825,53.83859,-28.228258,-4.392254,6.6399474,5.0686517
0,1,0,-15.259155,69.16996,-8.70001,-69.89825,53.83859,-28.228258,-4.392254,6.6399474,5.0686517
0,1,0,-15.259155,69.16996,-8.70001,-69.89825,53.83859,-28.228258,-4.392254,6.6399474,5.0686517
0,1,0,-15.259155,69.16996,-8.70001,-69.89825,53.83859,-28.228258,-4.392254,6.6399474,5.0686517
0,1,0,-15.259155,69.16996,-8.70001,-69.89825,53.83859,-28.228258,-4.392254,6.6399474,5.0686517
0,1,0,-15.259155,69.16996,-8.70001,-69.89825,53.83859,-28.228258,-4.392254,6.6399474,5.0686517
0,1,0,-15.259155,69.16996,-8.70001,-69.89825,53.83859,-28.228258,-4.392254,6.6399474,5.0686517
0,1,0,-15.259155,69.16996,-8.70001,-69.89825,53.83859,-28.228258,-4.392254,6.6399474,5.0686517
0,1,0,-15.259155,69.16996,-8.70001,-69.89825,53.83859,-28.228258,-4.392254,6.6399474,5.0686517
0,1,0,-15.259155,69.16996,-8.70001,-69.89825,53.83859,-28.228258,-4.392254,6.6399474,5.0686517
0,1,0,-15.259155,69.16996,-8.70001,-69.89825,53.83859,-28.228258,-4.392254,6.6399474,5.0686517
0,1,0,-15.259155,69.16996,-8.70001,-69.89825,53.83859,-28.228258,-4.392254,6.6399474,5.0686517
0,1,0,-15.259155,69.16996,-8.70001,-69.89825,53.83859,-28.228258,-4.392254,6.6399474,5.0686517
0,1,0,-15.259155,69.16996,-8.70001,-69.89825,53.83859,-28.228258,-4.392254,6.6399474,5.0686517
0,1,0,-15.259155,69.16996,-8.70001,-69.89825,53.83859,-28.228258,-4.392254,6.6399474,5.0686517
0,1,0,-15.259155,69.16996,-8.70001,-69.89825,53.83859,-28.228258,-4.392254,6.6399474,5.0686517
0,1,0,-15.259155,69.16996,-8.70001,-69.89825,53.83859,-28.228258,-4.392254,6.6399474,5.0686517
0,1,0,-15.259155,69.16996,-8.70001,-69.89825,53.83859,-28.228258,-4.392254,6.6399474,5.0686517
0,1,0,-15.259155,69.16996,-8.70001,-69.89825,53.83859,-28.228258,-4.392254,6.6399474,5.0686517
0,1,0,-15.259155,69.16996,-8.70001,-69.89825,53.83859,-28.228258,-4.392254,6.6399474,5.0686517
0,1,0,-15.259155,69.16996,-8.70001,-69.89825,53.83859,-28.228258,-4.392254,6.6399474,5.0686517
0,1,0,-15.259155,69.16996,-8.70001,-69.89825,53.83859,-28.228258,-4.392254,6.6399474,5.0686517
0,1,0,-15.259155,69.16996,-8.70001,-69.89825,53.83859,-28.228258,-4.392254,6.6399474,5.0686517
0,1,0,-15.259155,69.16996,-8.70001,-69.89825,53.83859,-28.228258,-4.392254,6.6399474,5.0686517
0,1,0,-15.259155,69.16996,-8.70001,-69.89825,53.83859,-28.228258,-4.392254,6.6399474,5.0686517
0,1,0,-15.259155,69.16996,-8.70001,-69.89825,53.83859,-28.228258,-4.392254,6.6399474,5.0686517
0,1,0,-15.259155,69.16996,-8.70001,-69.89825,53.83859,-28.228258,-4.392254,6.6399474,5.0686517
0,1,0,-15.259155,69.16996,-8.70001,-69.89825,53.83859,-28.228258,-4.392254,6.6399474,5.0686517
0,1,0,-15.259155,69.16996,-8.70001,-69.89825,53.83859,-28.228258,-4.392254,6.6399474,5.0686517
0,1,0,-15.259155,69.16996,-8.70001,-69.89825,53.83859,-28.228258,-4.392254,6.6399474,5.0686517
0,1,0,-15.259155,69.16996,-8.70001,-69.89825,53.83859,-28.228258,-4.392254,6.6399474,5.0686517
0,1,0,-15.259155,69.16996,-8.70001,-69.89825,53.83859,-28.228258,-4.392254,6.6399474,5.0686517
0,1,0,-15.259155,69.16996,-8.70001,-69.89825,53.83859,-28.228258,-4.392254,6.6399474,5.0686517
0,1,0,-15.259155,69.16996,-8.70001,-69.89825,53.83859,-28.228258,-4.392254,6.6399474,5.0686517
0,1,0,-15.259155,69.16996,-8.70001,-69.89825,53.83859,-28.228258,-4.392254,6.6399474,5.0686517
0,1,0,-15.259155,69.16996,-8.70001,-69.89825,53.83859,-28.228258,-3.8249679,5.7647786,4.477375
0,1,0,-15.259155,69.16996,-8.70001,-69.89825,53.83859,-28.228258,-4.392254,6.6399474,5.0686517
0,1,0,-15.259155,69.16996,-8.70001,-69.89825,53.83859,-28.228258,-4.392254,6.6399474,5.0686517
0,1,0,-15.259155,69.16996,-8.70001,-69.89825,53.83859,-28.228258,-3.359864,5.0472493,3.9926014
0,1,0,-15.259155,69.16996,-8.70001,-69.89825,53.83859,-28.228258,0.44601694,2.65228,0.3252949
0,1,0,-15.259155,69.16996,-8.70001,-69.89825,53.83859,-28.228258,-0.7699106,3.0048556,1.3825436
0,1,0,-15.259155,69.16996,-8.70001,-69.89825,53.83859,-28.228258,-0.87795424,3.0482662,1.4756483
0,1,0,-15.259155,69.16996,-8.70001,-69.89825,53.83859,-28.228258,-1.2759025,3.2337592,1.8224897
0,1,0,-15.259155,69.16996,-8.70001,-69.89825,53.83859,-28.228258,-4.0308623,6.0824175,4.6919765
0,1,0,-15.259155,69.16996,-8.70001,-69.89825,53.83859,-28.228258,-2.525858,4.2133584,3.0424356
0,1,0,-15.259155,69.16996,-8.70001,-69.89825,53.83859,-28.228258,-4.392254,6.6399474,5.0686517
0,1,0,-15.259155,69.16996,-8.70001,-69.89825,53.83859,-28.228258,-0.26211515,2.8262327,0.9445146
0,1,0,-15.259155,69.16996,-8.70001,-69.89825,53.83859,-28.228258,6.506742,5.13051,-4.655349
0,1,0,-15.259155,69.16996,-8.70001,-69.89825,53.83859,-28.228258,-1.1379389,3.1527245,1.6996855
0,1,0,-15.259155,69.16996,-8.70001,-69.89825,53.83859,-28.228258,-4.392254,6.6399474,5.0686517
0,1,0,-15.259155,69.16996,-8.70001,-69.89825,53.83859,-28.228258,-4.392254,6.6399474,5.0686517
0,1,0,-15.259155,69.16996,-8.70001,-69.89825,53.83859,-28.228258,-4.392254,6.6399474,5.0686517
0,1,0,-15.259155,69.16996,-8.70001,-69.89825,53.83859,-28.228258,-4.392254,6.6399474,5.0686517
0,1,0,-15.259155,69.16996,-8.70001,-69.89825,53.83859,-28.228258,-4.392254,6.6399474,5.0686517
0,1,0,-15.259155,69.16996,-8.70001,-69.89825,53.83859,-28.228258,-4.392254,6.6399474,5.0686517
0,1,0,-15.259155,69.16996,-8.70001,-69.89825,53.83859,-28.228258,-4.392254,6.6399474,5.0686517
0,1,0,-15.259155,69.16996,-8.70001,-69.89825,53.83859,-28.228258,-4.392254,6.6399474,5.0686517
0,1,0,-15.259155,69.16996,-8.70001,-69.89825,53.83859,-28.228258,-4.392254,6.6399474,5.0686517
0,1,0,-15.259155,69.16996,-8.70001,-69.89825,53.83859,-28.228258,-4.392254,6.6399474,5.0686517
0,1,0,-15.259155,69.16996,-8.70001,-69.89825,53.83859,-28.228258,-4.392254,6.6399474,5.0686517
0,1,0,-15.259155,69.16996,-8.70001,-69.89825,53.83859,-28.228258,-4.392254,6.6399474,5.0686517
0,1,0,-15.259155,69.16996,-8.70001,-69.89825,53.83859,-28.228258,-4.392254,6.6399474,5.0686517
0,1,0,-15.259155,69.16996,-8.70001,-69.89825,53.83859,-28.228258,-4.392254,6.6399474,5.0686517
0,1,0,-15.259155,69.16996,-8.70001,-69.89825,53.83859,-28.228258,-4.392254,6.6399474,5.0686517
0,1,0,-15.259155,69.16996,-8.70001,-69.89825,53.83859,-28.228258,-4.392254,6.6399474,5.0686517
0,1,0,-15.259155,69.16996,-8.70001,-69.89825,53.83859,-28.228258,-4.392254,6.6399474,5.0686517
0,1,0,-15.259155,69.16996,-8.70001,-69.89825,53.83859,-28.228258,-4.392254,6.6399474,5.0686517
0,1,0,-15.259155,69.16996,-8.70001,-69.89825,53.83859,-28.228258,-4.392254,6.6399474,5.0686517
0,1,0,-15.259155,69.16996,-8.70001,-69.89825,53.83859,-28.228258,-4.392254,6.6399474,5.0686517
0,1,0,-15.259155,69.16996,-8.70001,-69.89825,53.83859,-28.228258,-4.392254,6.6399474,5.0686517
0,1,0,-15.259155,69.16996,-8.70001,-69.89825,53.83859,-28.228258,-4.392254,6.6399474,5.0686517
0,1,0,-15.259155,69.16996,-8.70001,-69.89825,53.83859,-28.228258,-4.392254,6.6399474,5.0686517
0,1,0,-15.259155,69.16996,-8.70001,-69.89825,53.83859,-28.228258,-4.392254,6.6399474,5.0686517
0,1,0,-15.259155,69.16996,-8.70001,-69.89825,53.83859,-28.228258,-4.392254,6.6399474,5.0686517
0,1,0,-15.259155,69.16996,-8.70001,-69.89825,53.83859,-28.228258,-3.0541196,4.6821694,3.6523428
0,1,0,-15.259155,69.16996,-8.70001,-69.89825,53.83859,-28.228258,-4.392254,6.6399474,5.0686517
0,1,0,-15.259155,69.16996,-8.70001,-69.89825,53.83859,-28.228258,-4.392254,6.6399474,5.0686517
0,1,0,-15.259155,69.16996,-8.70001,-69.89825,53.83859,-28.228258,-4.392254,6.6399474,5.0686517
0,1,0,-15.259155,69.16996,-8.70001,-69.89825,53.83859,-28.228258,-4.392254,6.6399474,5.0686517
0,1,0,-15.259155,69.16996,-8.70001,-69.89825,53.83859,-28.228258,-4.392254,6.6399474,5.0686517
0,1,0,-15.259155,69.16996,-8.70001,-69.89825,53.83859,-28.228258,-4.392254,6.6399474,5.0686517
0,1,0,-15.259155,69.16996,-8.70001,-69.89825,53.83859,-28.228258,-4.392254,6.6399474,5.0686517
0,1,0,-15.259155,69.16996,-8.70001,-69.89825,53.83859,-28.228258,-4.392254,6.6399474,5.0686517
0,1,0,-15.259155,69.16996,-8.70001,-69.89825,53.83859,-28.228258,-4.392254,6.6399474,5.0686517
0,1,0,-15.259155,69.16996,-8.70001,-69.89825,53.83859,-28.228258,-4.392254,6.6399474,5.0686517
0,1,0,-15.259155,69.16996,-8.70001,-69.89825,53.83859,-28.228258,-4.392254,6.6399474,5.0686517
0,1,0,-15.259155,69.16996,-8.70001,-69.89825,53.83859,-28.228258,-4.392254,6.6399474,5.0686517
0,1,0,-15.259155,69.16996,-8.70001,-69.89825,53.83859,-28.228258,-4.392254,6.6399474,5.0686517
0,1,0,-15.259155,69.16996,-8.70001,-69.89825,53.83859,-28.228258,-4.392254,6.6399474,5.0686517
0,1,0,-15.259155,69.16996,-8.70001,-69.89825,53.83859,-28.228258,-4.392254,6.6399474,5.0686517
0,1,0,-15.259155,69.16996,-8.70001,-69.89825,53.83859,-28.228258,-4.392254,6.6399474,5.0686517
0,1,0,-15.259155,69.16996,-8.70001,-69.89825,53.83859,-28.228258,-4.392254,6.6399474,5.0686517
0,1,0,-15.259155,69.16996,-8.70001,-69.89825,53.83859,-28.228258,-4.392254,6.6399474,5.0686517
0,1,0,-15.259155,69.16996,-8.70001,-69.89825,53.83859,-28.228258,-4.392254,6.6399474,5.0686517
0,1,0,-15.259155,69.16996,-8.70001,-69.89825,53.83859,-28.228258,-4.392254,6.6399474,5.0686517
0,1,0,-15.259155,69.16996,-8.70001,-69.89825,53.83859,-28.228258,-4.392254,6.6399474,5.0686517
0,1,0,-15.259155,69.16996,-8.70001,-69.89825,53.83859,-28.228258,-4.392254,6.6399474,5.0686517
0,1,0,-15.259155,69.16996,-8.70001,-69.89825,53.83859,-28.228258,-4.392254,6.6399474,5.0686517
0,1,0,-15.259155,69.16996,-8.70001,-69.89825,53.83859,-28.228258,-4.392254,6.6399474,5.0686517
0,1,0,-15.259155,69.16996,-8.70001,-69.89825,53.83859,-28.228258,-4.392254,6.6399474,5.0686517
0,1,0,-15.259155,69.16996,-8.70001,-69.89825,53.83859,-28.228258,-4.392254,6.6399474,5.0686517
0,1,0,-15.259155,69.16996,-8.70001,-69.89825,53.83859,-28.228258,-4.392254,6.6399474,5.0686517
0,1,0,-15.259155,69.16996,-8.70001,-69.89825,53.83859,-28.228258,-4.392254,6.6399474,5.0686517
0,1,0,-15.259155,69.16996,-8.70001,-69.89825,53.83859,-28.228258,-4.392254,6.6399474,5.0686517
0,1,0,-15.259155,69.16996,-8.70001,-69.89825,53.83859,-28.228258,-4.392254,6.6399474,5.0686517
0,1,0,-15.259155,69.16996,-8.70001,-69.89825,53.83859,-28.228258,-4.392254,6.6399474,5.0686517
0,1,0,-15.259155,69.16996,-8.70001,-69.89825,53.83859,-28.228258,-4.392254,6.6399474,5.0686517
0,1,0,-15.259155,69.16996,-8.70001,-69.89825,53.83859,-28.228258,-4.392254,6.6399474,5.0686517
0,1,0,-15.259155,69.16996,-8.70001,-69.89825,53.83859,-28.228258,-4.392254,6.6399474,5.0686517
0,1,0,-15.259155,69.16996,-8.70001,-69.89825,53.83859,-28.228258,-4.392254,6.6399474,5.0686517
0,1,0,-15.259155,69.16996,-8.70001,-69.89825,53.83859,-28.228258,-4.392254,6.6399474,5.0686517
0,1,0,-15.259155,69.16996,-8.70001,-69.89825,53.83859,-28.228258,-4.392254,6.6399474,5.0686517
0,1,0,-15.259155,69.16996,-8.70001,-69.89825,53.83859,-28.228258,-4.392254,6.6399474,5.0686517
0,1,0,-15.259155,69.16996,-8.70001,-69.89825,53.83859,-28.228258,-4.392254,6.6399474,5.0686517
0,1,0,-15.259155,69.16996,-8.70001,-69.89825,53.83859,-28.228258,-4.392254,6.6399474,5.0686517
0,1,0,-15.259155,69.16996,-8.70001,-69.89825,53.83859,-28.228258,-4.392254,6.6399474,5.0686517
0,1,0,-15.259155,69.16996,-8.70001,-69.89825,53.83859,-28.228258,-4.392254,6.6399474,5.0686517
0,1,0,-15.259155,69.16996,-8.70001,-69.89825,53.83859,-28.228258,-4.392254,6.6399474,5.0686517
