test,training,validation
0.07641826570034027,0.08433733880519867,0.08679597824811935
0.12018575519323349,0.063058041036129,0.06915184110403061
0.11403398960828781,0.06255799531936646,0.06821329146623611
0.11429866403341293,0.06256823986768723,0.06810975819826126
0.11317012459039688,0.06255711615085602,0.06811521202325821
0.11313904076814651,0.06256643682718277,0.06818392872810364
0.1131657138466835,0.06255283206701279,0.06818468868732452
0.11235101521015167,0.06256336718797684,0.06821369379758835
0.11200348287820816,0.06255529075860977,0.06817355006933212
0.11122969537973404,0.06258464604616165,0.0682968944311142
0.10952575504779816,0.0625566616654396,0.06820280849933624
0.10966655611991882,0.0625729188323021,0.06820982694625854
0.10955717414617538,0.06256788223981857,0.06812848895788193
0.10911715775728226,0.06256455928087234,0.06822853535413742
0.1092124804854393,0.06256689131259918,0.06809985637664795
0.10925115644931793,0.06256207078695297,0.06817000359296799
0.10909803211688995,0.06256021559238434,0.06825883686542511
0.10926273465156555,0.06255491077899933,0.06823867559432983
0.10873129218816757,0.06255519390106201,0.0682685598731041
0.10881500691175461,0.06256149709224701,0.0682482048869133
0.10883937776088715,0.0625561997294426,0.06817246973514557
0.10890325158834457,0.06255586445331573,0.06820443272590637
0.1088966578245163,0.06255897879600525,0.06816714257001877
0.10890191793441772,0.06255616992712021,0.06821626424789429
0.10884842276573181,0.06255822628736496,0.06824830174446106
0.1085151731967926,0.06254478543996811,0.06834402680397034
0.10882250219583511,0.0625433400273323,0.06828045099973679
0.1087304875254631,0.0625346377491951,0.06822066009044647
0.10901416093111038,0.06254129111766815,0.06819272041320801
0.10862114280462265,0.06253606081008911,0.068252332508564
0.10884612798690796,0.0625363290309906,0.0682298019528389
0.10885283350944519,0.06253872811794281,0.06822925806045532
0.10903610289096832,0.06253751367330551,0.06832234561443329
0.10889345407485962,0.06254490464925766,0.06826236844062805
0.10881549119949341,0.0625406950712204,0.06831013411283493
0.10889000445604324,0.06254307925701141,0.06835325807332993
0.10894168168306351,0.06253976374864578,0.06823986023664474
0.10859529674053192,0.06254029273986816,0.06830749660730362
0.10884326696395874,0.06253345310688019,0.06825999915599823
0.10871770232915878,0.06253682076931,0.06826793402433395
0.10896594822406769,0.06254179030656815,0.068289615213871
0.10893982648849487,0.06254167854785919,0.06833725422620773
0.10882808268070221,0.06253604590892792,0.0682726576924324
0.1089811697602272,0.06254157423973083,0.06831209361553192
0.10880808532238007,0.06254051625728607,0.06828079372644424
0.10894569009542465,0.06253939867019653,0.06827206909656525
0.1088370755314827,0.06254317611455917,0.06824896484613419
0.10855083912611008,0.06253661960363388,0.0682983472943306
0.10888678580522537,0.06254363805055618,0.068306103348732
0.1090218722820282,0.0625445544719696,0.06822803616523743
0.10900985449552536,0.06253466010093689,0.0682753324508667
0.1088043749332428,0.06253665685653687,0.06831726431846619
0.10886605083942413,0.06254007667303085,0.06833221763372421
0.1088135838508606,0.06253912299871445,0.0682840421795845
0.1087384894490242,0.06254026293754578,0.06837978214025497
0.10900232940912247,0.06253501027822495,0.06830016523599625
0.10886210203170776,0.06254255026578903,0.0683521181344986
0.1087273433804512,0.0625404417514801,0.06836646050214767
0.10890242457389832,0.06254056841135025,0.06825177371501923
0.1090192124247551,0.0625421553850174,0.06834214180707932
0.10896888375282288,0.06254208832979202,0.0683189332485199
0.10886852443218231,0.06254119426012039,0.06837554275989532
0.10888970643281937,0.06253758817911148,0.06830444186925888
0.10898535698652267,0.06253394484519958,0.0683697760105133
0.10904762148857117,0.06254445761442184,0.06836243718862534
0.10921069234609604,0.06253589689731598,0.06836610287427902
0.1089637279510498,0.0625339224934578,0.06836759299039841
0.1090560182929039,0.06254056841135025,0.06839028745889664
0.10897299647331238,0.06253758817911148,0.06831581890583038
0.10874734818935394,0.06253739446401596,0.06841503083705902
0.1088055819272995,0.06254139542579651,0.06850262731313705
0.10906386375427246,0.06253703683614731,0.06838161498308182
0.10848605632781982,0.06253788620233536,0.06849388033151627
0.10869588702917099,0.06253822892904282,0.06849049031734467
0.10865268111228943,0.06253370642662048,0.06843829900026321
0.10914748907089233,0.06254430115222931,0.06848251074552536
0.10869182646274567,0.06254150718450546,0.06837796419858932
0.10885918885469437,0.0625433623790741,0.0684719830751419
0.10894455015659332,0.06253726780414581,0.06845351308584213
0.10883732885122299,0.06253547966480255,0.0684938058257103
0.10896436125040054,0.06253816187381744,0.06846021115779877
0.10895205289125443,0.06253521144390106,0.06850503385066986
0.10892541706562042,0.06254254281520844,0.06855310499668121
0.10859932750463486,0.06253861635923386,0.06847300380468369
0.10902482271194458,0.06254196166992188,0.06853629648685455
0.10893478989601135,0.06253430247306824,0.06849780678749084
0.10884200781583786,0.06253531575202942,0.06844978779554367
0.10901262611150742,0.06254245340824127,0.0685182511806488
0.10878265649080276,0.0625367984175682,0.06851134449243546
0.1090598776936531,0.06254085153341293,0.06850425899028778
0.10871891677379608,0.06253952533006668,0.06856852769851685
0.10881967842578888,0.06254249811172485,0.06841637194156647
0.10898337513208389,0.0625338926911354,0.06851159036159515
0.10888896137475967,0.06253396719694138,0.06842657178640366
0.10906191915273666,0.06253911554813385,0.0684935450553894
0.10875775665044785,0.06254321336746216,0.06852179765701294
0.10874426364898682,0.06253893673419952,0.0684465616941452
0.1087191253900528,0.06253230571746826,0.06841863691806793
0.10882064700126648,0.06253264844417572,0.06841958314180374
0.10890399664640427,0.06253978610038757,0.06841624528169632
