tfz/rules/weights,tfz/var/LeaderDistance/b,tfz/var/LeaderDistance/s0,tfz/var/LeaderDistance/s1,tfz/var/LeaderDistance/s2,tfz/var/LeaderDistance/s3,tfz/var/LeaderDistance/s4,tfz/var/LeaderDistance/s5,tfz/var/NextTLSDistance/b,tfz/var/NextTLSDistance/s0,tfz/var/NextTLSDistance/s1,tfz/var/NextTLSDistance/s2,tfz/var/NextTLSDistance/s3,tfz/var/NextTLSGreen/b,tfz/var/NextTLSGreen/s0,tfz/var/NextTLSGreen/s1,tfz/var/NextTLSRed/b,tfz/var/NextTLSRed/s0,tfz/var/NextTLSRed/s1,tfz/var/NextTLSYellow/b,tfz/var/NextTLSYellow/s0,tfz/var/NextTLSYellow/s1,tfz/var/Speed/b,tfz/var/Speed/s0,tfz/var/Speed/s1,tfz/var/Speed/s2,tfz/var/Speed/s3,tfz/var/SpeedToLeader/b,tfz/var/SpeedToLeader/s0,tfz/var/SpeedToLeader/s1,tfz/var/SpeedToLeader/s2,tfz/var/SpeedToLeader/s3
"[[[0. 0. 0. ... 0. 0. 0.]]

 [[0. 0. 0. ... 0. 0. 0.]]]",0.0,0.1942966878414154,0.023300301283597946,8.887972217053175e-05,0.6149133443832397,0.1999398171901703,0.18094302713871002,0.0,0.0856701135635376,0.45996567606925964,-3.5142526030540466e-05,0.1637738049030304,0.0,0.3333333432674408,0.3333333432674408,0.0,0.3333333432674408,0.3333333432674408,0.0,0.3333333432674408,0.3333333432674408,0.0,4.602364540100098,2.922926425933838,0.0005027006263844669,4.929431915283203,-40.0,15.997902870178223,17.830753326416016,18.130096435546875,5.984711647033691
"[[[0. 0. 0. ... 0. 0. 0.]]

 [[0. 0. 0. ... 0. 0. 0.]]]",0.0,0.19438567757606506,0.023438982665538788,-5.553081427933648e-05,0.6121891736984253,0.1999398171901703,0.18094302713871002,0.0,0.08581433445215225,0.45976027846336365,0.00014102630666457117,0.1641075760126114,0.0,0.3333333432674408,0.3333333432674408,0.0,0.3333333432674408,0.3333333432674408,0.0,0.3333333432674408,0.3333333432674408,0.0,4.602108001708984,2.9233956336975098,5.142789814271964e-05,4.938406467437744,-40.0,15.98749828338623,17.837949752807617,18.128738403320312,5.967447757720947
"[[[0. 0. 0. ... 0. 0. 0.]]

 [[0. 0. 0. ... 0. 0. 0.]]]",0.0,0.19426386058330536,0.023287443444132805,8.620874723419547e-05,0.6157528758049011,0.1999398171901703,0.18094302713871002,0.0,0.08443436026573181,0.46112605929374695,0.00021835649386048317,0.1643841713666916,0.0,0.3333333432674408,0.3333333432674408,0.0,0.3333333432674408,0.3333333432674408,0.0,0.3333333432674408,0.3333333432674408,0.0,4.6018781661987305,2.920461654663086,8.029610035009682e-05,4.921853542327881,-40.0,15.982223510742188,17.85254669189453,18.122852325439453,5.968668460845947
"[[[0. 0. 0. ... 0. 0. 0.]]

 [[0. 0. 0. ... 0. 0. 0.]]]",0.0,0.19426722824573517,0.02338363602757454,-2.9737437216681428e-05,0.609130859375,0.1999398171901703,0.18094302713871002,0.0,0.08631917089223862,0.45899271965026855,-6.519680027849972e-06,0.16443337500095367,0.0,0.3333333432674408,0.3333333432674408,0.0,0.3333333432674408,0.3333333432674408,0.0,0.3333333432674408,0.3333333432674408,0.0,4.6092915534973145,2.9272592067718506,8.648766379337758e-05,4.938012599945068,-40.0,15.980629920959473,17.861040115356445,18.107473373413086,5.97719144821167
"[[[0. 0. 0. ... 0. 0. 0.]]

 [[0. 0. 0. ... 0. 0. 0.]]]",0.0,0.19430015981197357,0.023289941251277924,-4.485002136789262e-06,0.6120080947875977,0.1999398171901703,0.18094302713871002,0.0,0.08499937504529953,0.4607081413269043,0.00032880957587622106,0.1642613261938095,0.0,0.3333333432674408,0.3333333432674408,0.0,0.3333333432674408,0.3333333432674408,0.0,0.3333333432674408,0.3333333432674408,0.0,4.602420806884766,2.9254376888275146,-0.0002713970607146621,4.932835102081299,-40.0,15.972259521484375,17.861413955688477,18.11760902404785,5.976141452789307
"[[[0. 0. 0. ... 0. 0. 0.]]

 [[0. 0. 0. ... 0. 0. 0.]]]",0.0,0.19428548216819763,0.023341041058301926,-2.4566819774918258e-05,0.6095777750015259,0.1999398171901703,0.18094302713871002,0.0,0.08633884787559509,0.459511399269104,-0.0004303888708818704,0.16401144862174988,0.0,0.3333333432674408,0.3333333432674408,0.0,0.3333333432674408,0.3333333432674408,0.0,0.3333333432674408,0.3333333432674408,0.0,4.603865146636963,2.9277443885803223,-5.878119554836303e-05,4.931150913238525,-40.0,15.965047836303711,17.85492706298828,18.120141983032227,5.9685845375061035
"[[[0. 0. 0. ... 0. 0. 0.]]

 [[0. 0. 0. ... 0. 0. 0.]]]",0.0,0.1942289024591446,0.023296084254980087,-8.592937956564128e-05,0.60991370677948,0.1999398171901703,0.18094302713871002,0.0,0.08587134629487991,0.4597639739513397,-0.0001551582245156169,0.16394177079200745,0.0,0.3333333432674408,0.3333333432674408,0.0,0.3333333432674408,0.3333333432674408,0.0,0.3333333432674408,0.3333333432674408,0.0,4.603824138641357,2.925121545791626,0.00020045351993758231,4.931484222412109,-40.0,15.974764823913574,17.855140686035156,18.121248245239258,5.974109649658203
"[[[0. 0. 0. ... 0. 0. 0.]]

 [[0. 0. 0. ... 0. 0. 0.]]]",0.0,0.19437944889068604,0.023317990824580193,-0.0001281130244024098,0.6127559542655945,0.1999398171901703,0.18094302713871002,0.0,0.08555174618959427,0.46006539463996887,8.149618224706501e-05,0.16395048797130585,0.0,0.3333333432674408,0.3333333432674408,0.0,0.3333333432674408,0.3333333432674408,0.0,0.3333333432674408,0.3333333432674408,0.0,4.60397481918335,2.9215447902679443,-8.564269228372723e-05,4.93152379989624,-40.0,15.975923538208008,17.85972785949707,18.113807678222656,5.976194381713867
"[[[0. 0. 0. ... 0. 0. 0.]]

 [[0. 0. 0. ... 0. 0. 0.]]]",0.0,0.1941882222890854,0.02301684021949768,0.00022578718198928982,0.6186270713806152,0.1999398171901703,0.18094302713871002,0.0,0.08435774594545364,0.4622926712036133,6.667296111118048e-05,0.16311883926391602,0.0,0.3333333432674408,0.3333333432674408,0.0,0.3333333432674408,0.3333333432674408,0.0,0.3333333432674408,0.3333333432674408,0.0,4.609588146209717,2.9172708988189697,0.0006420193240046501,4.937602519989014,-40.0,15.967100143432617,17.862876892089844,18.132556915283203,5.87303352355957
"[[[0. 0. 0. ... 0. 0. 0.]]

 [[0. 0. 0. ... 0. 0. 0.]]]",0.0,0.19427089393138885,0.02331298030912876,-0.0001596615184098482,0.6200653314590454,0.1999398171901703,0.18094302713871002,0.0,0.08606904000043869,0.4601164758205414,6.643098458880559e-05,0.1634465754032135,0.0,0.3333333432674408,0.3333333432674408,0.0,0.3333333432674408,0.3333333432674408,0.0,0.3333333432674408,0.3333333432674408,0.0,4.61024808883667,2.9159278869628906,-8.770465501584113e-05,4.933913230895996,-40.0,15.960723876953125,17.873924255371094,18.137939453125,5.89509391784668
"[[[0. 0. 0. ... 0. 0. 0.]]

 [[0. 0. 0. ... 0. 0. 0.]]]",0.0,0.1942267268896103,0.02323274500668049,6.553714774781838e-05,0.6179869174957275,0.1999398171901703,0.18094302713871002,0.0,0.08580975234508514,0.460114061832428,0.00011033787450287491,0.163753941655159,0.0,0.3333333432674408,0.3333333432674408,0.0,0.3333333432674408,0.3333333432674408,0.0,0.3333333432674408,0.3333333432674408,0.0,4.609596252441406,2.919179916381836,-0.00010366812057327479,4.931404113769531,-40.0,15.966240882873535,17.867250442504883,18.13126564025879,5.8947319984436035
"[[[0. 0. 0. ... 0. 0. 0.]]

 [[0. 0. 0. ... 0. 0. 0.]]]",0.0,0.1943037360906601,0.023243285715579987,-5.6441214837832376e-05,0.6179029941558838,0.1999398171901703,0.18094302713871002,0.0,0.08527419716119766,0.4615345001220703,0.0001672900834819302,0.16307944059371948,0.0,0.3333333432674408,0.3333333432674408,0.0,0.3333333432674408,0.3333333432674408,0.0,0.3333333432674408,0.3333333432674408,0.0,4.610688209533691,2.9238011837005615,0.0001266514154849574,4.945414066314697,-40.0,15.959572792053223,17.871307373046875,18.128435134887695,5.895997524261475
"[[[0. 0. 0. ... 0. 0. 0.]]

 [[0. 0. 0. ... 0. 0. 0.]]]",0.0,0.19423440098762512,0.023249831050634384,3.106286749243736e-05,0.6145210266113281,0.1999398171901703,0.18094302713871002,0.0,0.08498121052980423,0.4615555703639984,0.00021682470105588436,0.1630578637123108,0.0,0.3333333432674408,0.3333333432674408,0.0,0.3333333432674408,0.3333333432674408,0.0,0.3333333432674408,0.3333333432674408,0.0,4.610005855560303,2.918527841567993,0.0003136041050311178,4.942755699157715,-40.0,15.96030044555664,17.880971908569336,18.133729934692383,5.870944023132324
"[[[0. 0. 0. ... 0. 0. 0.]]

 [[0. 0. 0. ... 0. 0. 0.]]]",0.0,0.19425685703754425,0.023375732824206352,5.3968571592122316e-05,0.6205706596374512,0.1999398171901703,0.18094302713871002,0.0,0.0854320153594017,0.4606040120124817,0.00030938858981244266,0.1639072149991989,0.0,0.3333333432674408,0.3333333432674408,0.0,0.3333333432674408,0.3333333432674408,0.0,0.3333333432674408,0.3333333432674408,0.0,4.6077985763549805,2.9179317951202393,-0.00014681057655252516,4.940485954284668,-40.0,15.956892013549805,17.88172149658203,18.134288787841797,5.890279293060303
"[[[0. 0. 0. ... 0. 0. 0.]]

 [[0. 0. 0. ... 0. 0. 0.]]]",0.0,0.1942310929298401,0.02334209345281124,-6.871994264656678e-05,0.618171751499176,0.1999398171901703,0.18094302713871002,0.0,0.08417272567749023,0.4616636633872986,0.00022563795209862292,0.16419900953769684,0.0,0.3333333432674408,0.3333333432674408,0.0,0.3333333432674408,0.3333333432674408,0.0,0.3333333432674408,0.3333333432674408,0.0,4.6085591316223145,2.9194140434265137,-2.151684748241678e-05,4.932378768920898,-40.0,15.962749481201172,17.883316040039062,18.118648529052734,5.89879846572876
"[[[0. 0. 0. ... 0. 0. 0.]]

 [[0. 0. 0. ... 0. 0. 0.]]]",0.0,0.19441412389278412,0.02337660826742649,-4.544160037767142e-05,0.6111434698104858,0.1999398171901703,0.18094302713871002,0.0,0.08549655228853226,0.4599896967411041,-0.00010249624028801918,0.1644974797964096,0.0,0.3333333432674408,0.3333333432674408,0.0,0.3333333432674408,0.3333333432674408,0.0,0.3333333432674408,0.3333333432674408,0.0,4.610694408416748,2.913879632949829,-2.2142074158182368e-05,4.937528610229492,-40.0,15.952274322509766,17.881898880004883,18.131017684936523,5.883355140686035
"[[[0. 0. 0. ... 0. 0. 0.]]

 [[0. 0. 0. ... 0. 0. 0.]]]",0.0,0.19425266981124878,0.023282067850232124,-0.00010580912203295156,0.6090170741081238,0.1999398171901703,0.18094302713871002,0.0,0.08588859438896179,0.4596889317035675,-0.00015896940021775663,0.16431845724582672,0.0,0.3333333432674408,0.3333333432674408,0.0,0.3333333432674408,0.3333333432674408,0.0,0.3333333432674408,0.3333333432674408,0.0,4.613292217254639,2.9188270568847656,0.00026946034631691873,4.9293060302734375,-40.0,15.955676078796387,17.87860870361328,18.123048782348633,5.889016628265381
"[[[0. 0. 0. ... 0. 0. 0.]]

 [[0. 0. 0. ... 0. 0. 0.]]]",0.0,0.19440607726573944,0.023223955184221268,-3.8267040508799255e-05,0.6147400736808777,0.1999398171901703,0.18094302713871002,0.0,0.08458307385444641,0.4622117877006531,-0.0005024137790314853,0.16208809614181519,0.0,0.3333333432674408,0.3333333432674408,0.0,0.3333333432674408,0.3333333432674408,0.0,0.3333333432674408,0.3333333432674408,0.0,4.610863208770752,2.9164695739746094,-0.0002482548006810248,4.94183874130249,-40.0,15.951799392700195,17.881343841552734,18.125333786010742,5.890401363372803
"[[[0. 0. 0. ... 0. 0. 0.]]

 [[0. 0. 0. ... 0. 0. 0.]]]",0.0,0.19424308836460114,0.023287756368517876,-3.056041896343231e-05,0.6195250153541565,0.1999398171901703,0.18094302713871002,0.0,0.08592383563518524,0.4609842896461487,-1.3285825843922794e-05,0.16282206773757935,0.0,0.3333333432674408,0.3333333432674408,0.0,0.3333333432674408,0.3333333432674408,0.0,0.3333333432674408,0.3333333432674408,0.0,4.612154483795166,2.9191482067108154,0.00019087543478235602,4.94156551361084,-40.0,15.953662872314453,17.88750457763672,18.133460998535156,5.8820695877075195
"[[[0. 0. 0. ... 0. 0. 0.]]

 [[0. 0. 0. ... 0. 0. 0.]]]",0.0,0.1943759173154831,0.023428576067090034,3.0884024454280734e-05,0.6146171689033508,0.1999398171901703,0.18094302713871002,0.0,0.08632660657167435,0.4596744477748871,7.708775228820741e-05,0.16379618644714355,0.0,0.3333333432674408,0.3333333432674408,0.0,0.3333333432674408,0.3333333432674408,0.0,0.3333333432674408,0.3333333432674408,0.0,4.606122970581055,2.9199600219726562,-0.0003787515452131629,4.942248821258545,-40.0,15.951655387878418,17.886978149414062,18.12765884399414,5.897140026092529
"[[[0. 0. 0. ... 0. 0. 0.]]

 [[0. 0. 0. ... 0. 0. 0.]]]",0.0,0.19426147639751434,0.02338455617427826,0.00020373077131807804,0.6215866804122925,0.1999398171901703,0.18094302713871002,0.0,0.08459533005952835,0.4616923928260803,0.0001070145663106814,0.1635766625404358,0.0,0.3333333432674408,0.3333333432674408,0.0,0.3333333432674408,0.3333333432674408,0.0,0.3333333432674408,0.3333333432674408,0.0,4.607184410095215,2.9206736087799072,-2.3754384528729133e-05,4.94124698638916,-40.0,15.952489852905273,17.885967254638672,18.131450653076172,5.885048866271973
"[[[0. 0. 0. ... 0. 0. 0.]]

 [[0. 0. 0. ... 0. 0. 0.]]]",0.0,0.1945156455039978,0.023321878165006638,0.0001382996852044016,0.615043044090271,0.1999398171901703,0.18094302713871002,0.0,0.08556897193193436,0.460499107837677,-0.00010193942580372095,0.16409866511821747,0.0,0.3333333432674408,0.3333333432674408,0.0,0.3333333432674408,0.3333333432674408,0.0,0.3333333432674408,0.3333333432674408,0.0,4.611530303955078,2.923184871673584,-0.00021002009452786297,4.939427375793457,-40.0,15.953210830688477,17.885225296020508,18.123672485351562,5.892306327819824
"[[[0. 0. 0. ... 0. 0. 0.]]

 [[0. 0. 0. ... 0. 0. 0.]]]",0.0,0.19437836110591888,0.023259809240698814,-0.00012906453048344702,0.6204352378845215,0.1999398171901703,0.18094302713871002,0.0,0.08585203438997269,0.4605327844619751,-3.568709144019522e-05,0.16327083110809326,0.0,0.3333333432674408,0.3333333432674408,0.0,0.3333333432674408,0.3333333432674408,0.0,0.3333333432674408,0.3333333432674408,0.0,4.610919952392578,2.9175455570220947,-5.0118636863771826e-05,4.934144496917725,-40.0,15.954514503479004,17.890121459960938,18.13811683654785,5.895330429077148
"[[[0. 0. 0. ... 0. 0. 0.]]

 [[0. 0. 0. ... 0. 0. 0.]]]",0.0,0.19426284730434418,0.02332633174955845,-4.981474194210023e-05,0.6177959442138672,0.1999398171901703,0.18094302713871002,0.0,0.08464661240577698,0.46147188544273376,0.0002043280255747959,0.16311252117156982,0.0,0.3333333432674408,0.3333333432674408,0.0,0.3333333432674408,0.3333333432674408,0.0,0.3333333432674408,0.3333333432674408,0.0,4.609877109527588,2.9187300205230713,6.765744183212519e-05,4.94626522064209,-40.0,15.948801040649414,17.885974884033203,18.133289337158203,5.874699592590332
"[[[0. 0. 0. ... 0. 0. 0.]]

 [[0. 0. 0. ... 0. 0. 0.]]]",0.0,0.1943313032388687,0.023149246349930763,0.00017415978072676808,0.6180363297462463,0.1999398171901703,0.18094302713871002,0.0,0.08542968332767487,0.4613508880138397,-0.00011665620695566759,0.162896990776062,0.0,0.3333333432674408,0.3333333432674408,0.0,0.3333333432674408,0.3333333432674408,0.0,0.3333333432674408,0.3333333432674408,0.0,4.612414836883545,2.9204189777374268,4.673158400692046e-05,4.937957763671875,-40.0,15.952571868896484,17.884557723999023,18.127471923828125,5.877691745758057
"[[[0. 0. 0. ... 0. 0. 0.]]

 [[0. 0. 0. ... 0. 0. 0.]]]",0.0,0.1944371461868286,0.02335251495242119,3.582481440389529e-05,0.6133803129196167,0.1999398171901703,0.18094302713871002,0.0,0.0856628343462944,0.46048226952552795,8.861336391419172e-05,0.1633615344762802,0.0,0.3333333432674408,0.3333333432674408,0.0,0.3333333432674408,0.3333333432674408,0.0,0.3333333432674408,0.3333333432674408,0.0,4.61086368560791,2.9165453910827637,2.3213775421027094e-05,4.939342021942139,-40.0,15.944367408752441,17.88926124572754,18.12969207763672,5.8832526206970215
"[[[0. 0. 0. ... 0. 0. 0.]]

 [[0. 0. 0. ... 0. 0. 0.]]]",0.0,0.1942850947380066,0.02315341867506504,-0.00013277726247906685,0.6196282505989075,0.1999398171901703,0.18094302713871002,0.0,0.08547789603471756,0.4607001841068268,-0.00013159331865608692,0.1633627563714981,0.0,0.3333333432674408,0.3333333432674408,0.0,0.3333333432674408,0.3333333432674408,0.0,0.3333333432674408,0.3333333432674408,0.0,4.611259937286377,2.9207558631896973,-0.0003733040648512542,4.938719749450684,-40.0,15.951214790344238,17.88840675354004,18.12836265563965,5.9027838706970215
"[[[0. 0. 0. ... 0. 0. 0.]]

 [[0. 0. 0. ... 0. 0. 0.]]]",0.0,0.1944303959608078,0.023357894271612167,0.00012408886686898768,0.6172989010810852,0.1999398171901703,0.18094302713871002,0.0,0.0853990912437439,0.46050745248794556,7.491141877835616e-05,0.16350814700126648,0.0,0.3333333432674408,0.3333333432674408,0.0,0.3333333432674408,0.3333333432674408,0.0,0.3333333432674408,0.3333333432674408,0.0,4.610017776489258,2.9146358966827393,5.018441879656166e-05,4.932833194732666,-40.0,15.954351425170898,17.88809585571289,18.127534866333008,5.87344217300415
"[[[0. 0. 0. ... 0. 0. 0.]]

 [[0. 0. 0. ... 0. 0. 0.]]]",0.0,0.19432635605335236,0.023390324786305428,-0.00010676711099222302,0.61262446641922,0.1999398171901703,0.18094302713871002,0.0,0.08387894183397293,0.4617295265197754,0.00011594464012887329,0.16413399577140808,0.0,0.3333333432674408,0.3333333432674408,0.0,0.3333333432674408,0.3333333432674408,0.0,0.3333333432674408,0.3333333432674408,0.0,4.605767726898193,2.9192261695861816,-0.000544786686077714,4.942281246185303,-40.0,15.952884674072266,17.887611389160156,18.12348175048828,5.886682510375977
"[[[0. 0. 0. ... 0. 0. 0.]]

 [[0. 0. 0. ... 0. 0. 0.]]]",0.0,0.19438908994197845,0.023257996886968613,-0.00011710253602359444,0.6161549091339111,0.1999398171901703,0.18094302713871002,0.0,0.0844009593129158,0.46158674359321594,-5.944263648416381e-06,0.1639925092458725,0.0,0.3333333432674408,0.3333333432674408,0.0,0.3333333432674408,0.3333333432674408,0.0,0.3333333432674408,0.3333333432674408,0.0,4.608554840087891,2.9190313816070557,-7.100559014361352e-05,4.934715270996094,-40.0,15.946105003356934,17.878690719604492,18.13201332092285,5.8947272300720215
"[[[0. 0. 0. ... 0. 0. 0.]]

 [[0. 0. 0. ... 0. 0. 0.]]]",0.0,0.19439490139484406,0.02326882630586624,0.0001790667010936886,0.6142833232879639,0.1999398171901703,0.18094302713871002,0.0,0.08639983087778091,0.4592987596988678,8.749543485464528e-05,0.16435076296329498,0.0,0.3333333432674408,0.3333333432674408,0.0,0.3333333432674408,0.3333333432674408,0.0,0.3333333432674408,0.3333333432674408,0.0,4.611258029937744,2.9189865589141846,-0.0009485448827035725,4.926991939544678,-40.0,15.956560134887695,17.8869571685791,18.13037109375,5.907838821411133
"[[[0. 0. 0. ... 0. 0. 0.]]

 [[0. 0. 0. ... 0. 0. 0.]]]",0.0,0.19439806044101715,0.02323930896818638,3.948572702938691e-05,0.6178223490715027,0.1999398171901703,0.18094302713871002,0.0,0.08465839177370071,0.46120619773864746,-0.0006671535084024072,0.16334636509418488,0.0,0.3333333432674408,0.3333333432674408,0.0,0.3333333432674408,0.3333333432674408,0.0,0.3333333432674408,0.3333333432674408,0.0,4.610172271728516,2.91980242729187,0.0003609199193306267,4.938596248626709,-40.0,15.952178001403809,17.887287139892578,18.13534164428711,5.891753673553467
"[[[0. 0. 0. ... 0. 0. 0.]]

 [[0. 0. 0. ... 0. 0. 0.]]]",0.0,0.1941584348678589,0.023269059136509895,2.9786286177113652e-05,0.6152722239494324,0.1999398171901703,0.18094302713871002,0.0,0.08548109233379364,0.46030911803245544,0.0002780351787805557,0.16387735307216644,0.0,0.3333333432674408,0.3333333432674408,0.0,0.3333333432674408,0.3333333432674408,0.0,0.3333333432674408,0.3333333432674408,0.0,4.608616352081299,2.920710802078247,0.0008186063496395946,4.9268951416015625,-40.0,15.962494850158691,17.889080047607422,18.12088966369629,5.8973388671875
