Acceleration,Leader distance,Next TLS distance,Next TLS green,Next TLS red,Next TLS yellow,Speed,Speed to leader
-0.08179666666659635,0.6254954216781676,1.0,0.0,1.0,0.0,10.467401111102047,-0.3012395508596484
-0.06379111111105472,0.6186800425777388,1.0,0.0,1.0,0.0,10.38560444443545,-0.34076895502143856
-0.05916111111106126,0.6117250332279154,1.0,0.0,1.0,0.0,10.321813333324394,-0.3477504674911742
-0.07047888888882703,0.6047993876446937,1.0,0.0,1.0,0.0,10.262652222213331,-0.346282279161084
-0.06379111111105651,0.5982954966141684,1.0,0.0,1.0,0.0,10.192173333324506,-0.32519455152626264
-0.08848444444436865,0.5909402664297567,1.0,0.0,1.0,0.0,10.12838222221345,-0.3677615092205819
-0.06173333333327946,0.5830176103107236,1.0,0.0,1.0,0.0,10.039897777769081,-0.39613280595165534
-0.0962011111110268,0.4178150694340347,1.0,0.0,1.0,0.0,9.978164444435805,-8.260127043834448
-0.06584888888883178,0.4166449794778152,1.0,0.0,1.0,0.0,9.881963333324776,-0.05850449781097921
-0.09722999999991623,0.5623925537551581,1.0,0.0,1.0,0.0,9.816114444435943,7.287378713867147
-0.05144444444439955,0.4161569120362837,1.0,0.0,1.0,0.0,9.718884444436027,-7.311782085943719
-0.09259999999992097,0.4119876118730347,1.0,0.0,1.0,0.0,9.667439999991627,-0.2084650081624524
-0.10546111111101908,0.4140287562834639,1.0,0.0,1.0,0.0,9.574839999991706,0.10205722052146272
-0.10083111111102384,0.4170939467359165,1.0,0.0,1.0,0.0,9.469378888880687,0.15325952262262632
-0.11729333333323312,0.5304057744692966,1.0,0.0,1.0,0.0,9.368547777769665,5.665591386669008
-0.12500999999989126,0.5243893888518176,1.0,0.0,1.0,0.0,9.25125444443643,-0.3008192808739487
-0.1239811111110054,0.4152945445883383,1.0,0.0,1.0,0.0,9.126244444436539,-5.454742213173965
-0.1296399999998883,0.4144467691754673,1.0,0.0,1.0,0.0,9.002263333325534,-0.04238877064355151
-0.13787111111099115,0.41873053461533977,1.0,0.0,1.0,0.0,8.872623333325645,0.2141882719936241
-0.09774444444436092,0.5019770998859931,1.0,0.0,1.0,0.0,8.734752222214654,4.162328263532668
-0.13787111111099293,0.4978450756463145,1.0,0.0,1.0,0.0,8.637007777770293,-0.20660121198393355
-0.08848444444436687,0.4926643263581,1.0,0.0,1.0,0.0,8.4991366666593,-0.25903746441072073
-0.12192333333322658,0.4892488312343979,1.0,0.0,1.0,0.0,8.410652222214932,-0.17077475618510718
-0.06636333333327471,0.4842991375415165,1.0,0.0,1.0,0.0,8.288728888881707,-0.24748468464407125
-0.11523555555545785,0.4803663046660965,1.0,0.0,1.0,0.0,8.222365555548434,-0.1966416437709988
-0.07150777777771468,0.4761306530320396,1.0,0.0,1.0,0.0,8.107129999992974,-0.2117825817028489
-0.10083111111102294,0.4725917531345357,1.0,0.0,1.0,0.0,8.03562222221526,-0.17694499487519266
-0.05658888888883951,0.4702654141379064,1.0,0.0,1.0,0.0,7.934791111104237,-0.11631694983146446
-0.05504555555550894,0.4664194303978394,1.0,0.0,1.0,0.0,7.878202222215397,-0.19229918700334991
-0.08179666666659724,0.4625915950778176,1.0,0.0,1.0,0.0,7.823156666659888,-0.1913917660010896
-0.07922444444437637,0.4596133916107494,1.0,0.0,1.0,0.0,7.741359999993291,-0.14891017335340706
-0.10751888888879613,0.4558433855156816,1.0,0.0,1.0,0.0,7.662135555548915,-0.18850030475339352
-0.042698888888853766,0.4522625112117977,1.0,0.0,1.0,0.0,7.554616666660117,-0.17904371519419726
-0.12809666666655595,0.4468981150907059,1.0,0.0,1.0,0.0,7.511917777771265,-0.26821980605458506
-0.040641111111075816,0.4439941969166984,1.0,0.0,1.0,0.0,7.383821111104709,-0.14519590870037646
-0.06739222222216501,0.4408943839511874,1.0,0.0,1.0,0.0,7.343179999993633,-0.1549906482755503
-0.024693333333313028,0.4381143295301395,1.0,0.0,1.0,0.0,7.275787777771468,-0.13900272105239608
-0.056074444444396576,0.43525741302673465,1.0,0.0,1.0,0.0,7.251094444438155,-0.14284582517024091
-0.03961222222218819,0.432387442293308,1.0,0.0,1.0,0.0,7.195019999993758,-0.14349853667133414
-0.046814444444403414,0.4291582848492533,1.0,0.0,1.0,0.0,7.155407777771572,-0.16145787220273178
-0.013889999999987523,0.4256820772066673,1.0,0.0,1.0,0.0,7.1085933333271685,-0.17381038212930378
-0.005144444444439955,0.4221728854816764,1.0,0.0,1.0,0.0,7.094703333327179,-0.1754595862495414
-0.01954888888887308,0.4167057429671149,1.0,0.0,1.0,0.0,7.089558888882737,-0.2733571257280758
0.02417888888886744,0.4123183582558927,1.0,0.0,1.0,0.0,7.070009999993867,-0.2193692355611105
0.002572222222219977,0.4077305257430213,1.0,0.0,1.0,0.0,7.094188888882734,-0.22939162564356866
0.006173333333327591,0.4024031409853585,1.0,0.0,1.0,0.0,7.096761111104954,-0.2663692378831435
-0.03549666666663498,0.3967577638896268,1.0,0.0,1.0,0.0,7.102934444438281,-0.28226885478658303
-0.02109222222220453,0.3899404754524313,1.0,0.0,1.0,0.0,7.067437777771647,-0.3408644218597736
-0.040641111111074935,0.3835339698594911,1.0,0.0,1.0,0.0,7.0463455555494425,-0.3203252796470117
-0.037554444444412034,0.3784423390599149,1.0,0.0,1.0,0.0,7.005704444438367,-0.25458153997881183
-0.0462999999999596,0.3725405219786717,1.0,0.0,1.0,0.0,6.968149999993955,-0.2950908540621597
-0.05813222222217185,0.36614292718793856,1.0,0.0,1.0,0.0,6.921849999993995,-0.31987973953665616
-0.06739222222216322,0.36072980181335984,1.0,0.0,1.0,0.0,6.863717777771822,-0.2706562687289349
-0.0663633333332756,0.3554099956232247,1.0,0.0,1.0,0.0,6.79632555554966,-0.2659903095067584
-0.09877333333324677,0.3495851283652031,1.0,0.0,1.0,0.0,6.729962222216384,-0.2912433629010778
-0.09774444444435916,0.3433669607260789,1.0,0.0,1.0,0.0,6.631188888883138,-0.3109083819562102
-0.06481999999994326,0.33791960023299056,1.0,0.0,1.0,0.0,6.5334444444387785,-0.2723680246544191
-0.08076777777770783,0.3318105622971227,1.0,0.0,1.0,0.0,6.468624444438835,-0.305451896793393
-0.08642666666659071,0.32632217114631884,1.0,0.0,1.0,0.0,6.387856666661127,-0.27441955754019176
-0.08951333333325717,0.3201467511117111,1.0,0.0,1.0,0.0,6.301429999994537,-0.3087710017303884
-0.04527111111107107,0.31390253836860976,1.0,0.0,1.0,0.0,6.21191666666128,-0.3122106371550668
-0.0833399999999287,0.3079102341904676,1.0,0.0,1.0,0.0,6.166645555550207,-0.2996152089071078
-0.08128222222215252,0.2991720954604431,1.0,0.0,1.0,0.0,6.083305555550281,-0.4369069365012255
-0.09620111111102858,0.2902650192133268,1.0,0.0,1.0,0.0,6.002023333328128,-0.4453538123558154
-0.06276222222216887,0.280761143581212,1.0,0.0,1.0,0.0,5.905822222217099,-0.4751937816057374
-0.08899888888881158,0.2724050625543145,1.0,0.0,1.0,0.0,5.84305999999493,-0.4178040513448771
-0.11574999999990075,0.26498870598408353,1.0,0.0,1.0,0.0,5.754061111106116,-0.370817828511548
-0.13735666666654733,0.2574186470286744,1.0,0.0,1.0,0.0,5.638311111106218,-0.3785029477704569
-0.10751888888879524,0.2496543423322949,1.0,0.0,1.0,0.0,5.50095444443967,-0.38821523481897735
-0.10957666666657227,0.24151947242192595,1.0,0.0,1.0,0.0,5.393435555550875,-0.4067434955184446
-0.15741999999986422,0.2337310539751042,1.0,0.0,1.0,0.0,5.2838588888843026,-0.3894209223410865
-0.13581333333321588,0.2261657287013488,1.0,0.0,1.0,0.0,5.126438888884438,-0.3782662636877721
-0.14250111111098818,0.21836960022731752,1.0,0.0,1.0,0.0,4.9906255555512224,-0.3898064237015628
-0.1533044444443119,0.2105777143746768,1.0,0.0,1.0,0.0,4.848124444440233,-0.3895942926320366
-0.18262777777762013,0.20337593726667508,1.0,0.0,1.0,0.0,4.6948199999959215,-0.3600888554000861
-0.14558777777765194,0.19571199102924305,1.0,0.0,1.0,0.0,4.512192222218302,-0.38319731187160144
-0.16565111111096795,0.18831713196841726,0.9962420603842894,0.0,1.0,0.0,4.366604444440649,-0.369742953041289
-0.12398111111100453,0.1815585207758796,0.9921274313858436,0.0,1.0,0.0,4.200953333329681,-0.3379305596268871
-0.1692522222220756,0.17525809002117015,0.9884610842859184,0.0,1.0,0.0,4.076972222218678,-0.3150215377354684
-0.17851222222206875,0.16961807182305053,0.9847827877535238,0.0,1.0,0.0,3.907719999996602,-0.2820009099059817
-0.174396666666516,0.16730117239930115,0.9810537905668144,0.0,1.0,0.0,3.729207777774533,-0.1158449711874674
-0.18880111111094772,0.16498427297555182,0.97773789960252,0.0,1.0,0.0,3.5548111111080174,-0.1158449711874674
-0.20423444444426764,0.15897000186519036,0.9742680396030436,0.0,1.0,0.0,3.3660099999970696,-0.30071355551807244
