Acceleration,Leader distance,Next TLS distance,Next TLS green,Next TLS red,Next TLS yellow,Speed,Speed to leader
-0.08385444444437251,0.3628865942028767,0.2641197558201964,0.0,1.0,0.0,4.794107777773633,0.0
-0.07253666666660408,0.3536791625439978,0.2594716744429571,0.0,1.0,0.0,4.710253333329262,-0.4603715829439458
-0.1059755555554638,0.34501311848125377,0.25447689371052723,0.0,1.0,0.0,4.637716666662659,-0.4333022031372025
-0.10031666666657912,0.3363630749319102,0.2508024700544175,0.0,1.0,0.0,4.531741111107193,-0.43250217746717823
-0.110091111111017,0.3279686297833371,0.2459080031755393,0.0,1.0,0.0,4.431424444440613,-0.4197222574286563
-0.0668777777777203,0.3197505393272488,0.241936572899046,0.0,1.0,0.0,4.321333333329597,-0.4109045228044135
-0.10957666666657227,0.3116552807359633,0.2375171615343751,0.0,1.0,0.0,4.254455555551877,-0.4047629295642743
-0.1363277777776597,0.30377316411301925,0.23345292152502065,0.0,1.0,0.0,4.144878888885303,-0.3941058311472041
-0.07973888888882019,0.2961585136382445,0.2297181462731869,0.0,1.0,0.0,4.008551111107645,-0.3807325237387378
-0.09157111111103156,0.2887702425723957,0.2261283299386296,0.0,1.0,0.0,3.9288122222188235,-0.3694135532924374
-0.08694111111103586,0.2811651851696015,0.2217960671111291,0.0,1.0,0.0,3.837241111107793,-0.3802528701397119
-0.10751888888879567,0.2751452851385061,0.21837973317730408,0.0,1.0,0.0,3.750299999996757,-0.3009950015547691
-0.11729333333323178,0.2684613116587146,0.21490502380660345,0.0,1.0,0.0,3.6427811111079613,-0.3341986739895741
-0.08025333333326401,0.2618150652109969,0.21160907088784026,0.0,1.0,0.0,3.5254877777747287,-0.33231232238588504
-0.059161111111059476,0.25540861980064605,0.2077637766536208,0.0,1.0,0.0,3.445234444441465,-0.32032227051754697
-0.1414722222221001,0.2490767010265184,0.20456239388240832,0.0,1.0,0.0,3.3860733333304065,-0.3165959387063779
-0.06893555555549646,0.2429725801035555,0.2013711133914441,0.0,1.0,0.0,3.244601111108306,-0.3052060461481467
-0.08436888888881587,0.23685667976657185,0.19868260413595654,0.0,1.0,0.0,3.1756655555528086,-0.3057950168491832
-0.05916111111105993,0.2310347879577828,0.19555604252650646,0.0,1.0,0.0,3.0912966666639936,-0.2910945904394531
-0.12449555555544788,0.2250631104697864,0.19240475928857947,0.0,1.0,0.0,3.0321355555529337,-0.2985838743998173
-0.13375555555544014,0.21938876230182525,0.1901269537177944,0.0,1.0,0.0,2.9076399999974867,-0.2837174083980578
-0.06842111111105176,0.2138533249369094,0.18690538131741272,0.0,1.0,0.0,2.7738844444420456,-0.2767718682457936
-0.08591222222214823,0.20820648010459805,0.18457319187035856,0.0,1.0,0.0,2.7054633333309943,-0.2823422416155665
-0.06687777777771986,0.2030406910612509,0.18153857682581948,0.0,1.0,0.0,2.6195511111088456,-0.2582894521673591
