tfz/rules/weights,tfz/var/LeaderDistance/b,tfz/var/LeaderDistance/s0,tfz/var/LeaderDistance/s1,tfz/var/LeaderDistance/s2,tfz/var/LeaderDistance/s3,tfz/var/NextTLSDistance/b,tfz/var/NextTLSDistance/s0,tfz/var/NextTLSDistance/s1,tfz/var/NextTLSDistance/s2,tfz/var/NextTLSDistance/s3,tfz/var/NextTLSGreen/b,tfz/var/NextTLSGreen/s0,tfz/var/NextTLSGreen/s1,tfz/var/NextTLSRed/b,tfz/var/NextTLSRed/s0,tfz/var/NextTLSRed/s1,tfz/var/NextTLSYellow/b,tfz/var/NextTLSYellow/s0,tfz/var/NextTLSYellow/s1,tfz/var/Speed/b,tfz/var/Speed/s0,tfz/var/Speed/s1,tfz/var/Speed/s2,tfz/var/Speed/s3,tfz/var/SpeedToLeader/b,tfz/var/SpeedToLeader/s0,tfz/var/SpeedToLeader/s1,tfz/var/SpeedToLeader/s2,tfz/var/SpeedToLeader/s3
"[[[0. 0. 0. ... 0. 0. 0.]]

 [[0. 0. 0. ... 0. 0. 0.]]]",0.0,0.17394232749938965,0.2764417827129364,0.22745852172374725,0.042313750833272934,0.0,0.15730232000350952,0.3575011193752289,0.0843760296702385,0.20250999927520752,0.0,0.3333333432674408,0.3333333432674408,0.0,0.3333333432674408,0.3333333432674408,0.0,0.3333333432674408,0.3333333432674408,0.0,3.576133966445923,4.776358127593994,4.0,4.0,-40.0,15.499622344970703,15.216242790222168,17.173057556152344,16.097211837768555
"[[[0. 0. 0. ... 0. 0. 0.]]

 [[0. 0. 0. ... 0. 0. 0.]]]",0.0,0.16664005815982819,0.29494181275367737,0.22017142176628113,0.034602921456098557,0.0,0.15540434420108795,0.36113137006759644,0.08379676192998886,0.2005927413702011,0.0,0.3333333432674408,0.3333333432674408,0.0,0.3333333432674408,0.3333333432674408,0.0,0.3333333432674408,0.3333333432674408,0.0,3.4698374271392822,4.971840858459473,4.0,4.0,-40.0,15.506175994873047,15.244048118591309,16.784902572631836,16.698116302490234
"[[[0. 0. 0. ... 0. 0. 0.]]

 [[0. 0. 0. ... 0. 0. 0.]]]",0.0,0.16664005815982819,0.29494181275367737,0.22017142176628113,0.034602921456098557,0.0,0.15540434420108795,0.36113137006759644,0.08379676192998886,0.2005927413702011,0.0,0.3333333432674408,0.3333333432674408,0.0,0.3333333432674408,0.3333333432674408,0.0,0.3333333432674408,0.3333333432674408,0.0,3.4698374271392822,4.971840858459473,4.0,4.0,-40.0,15.506175994873047,15.244048118591309,16.784902572631836,16.698116302490234
"[[[0. 0. 0. ... 0. 0. 0.]]

 [[0. 0. 0. ... 0. 0. 0.]]]",0.0,0.16664005815982819,0.29494181275367737,0.22017142176628113,0.034602921456098557,0.0,0.15540434420108795,0.36113137006759644,0.08379676192998886,0.2005927413702011,0.0,0.3333333432674408,0.3333333432674408,0.0,0.3333333432674408,0.3333333432674408,0.0,0.3333333432674408,0.3333333432674408,0.0,3.4698374271392822,4.971840858459473,4.0,4.0,-40.0,15.506175994873047,15.244048118591309,16.784902572631836,16.698116302490234
"[[[0. 0. 0. ... 0. 0. 0.]]

 [[0. 0. 0. ... 0. 0. 0.]]]",0.0,0.16664005815982819,0.29494181275367737,0.22017142176628113,0.034602921456098557,0.0,0.15540434420108795,0.36113137006759644,0.08379676192998886,0.2005927413702011,0.0,0.3333333432674408,0.3333333432674408,0.0,0.3333333432674408,0.3333333432674408,0.0,0.3333333432674408,0.3333333432674408,0.0,3.4698374271392822,4.971840858459473,4.0,4.0,-40.0,15.506175994873047,15.244048118591309,16.784902572631836,16.698116302490234
"[[[0. 0. 0. ... 0. 0. 0.]]

 [[0. 0. 0. ... 0. 0. 0.]]]",0.0,0.16664005815982819,0.29494181275367737,0.22017142176628113,0.034602921456098557,0.0,0.15540434420108795,0.36113137006759644,0.08379676192998886,0.2005927413702011,0.0,0.3333333432674408,0.3333333432674408,0.0,0.3333333432674408,0.3333333432674408,0.0,0.3333333432674408,0.3333333432674408,0.0,3.4698374271392822,4.971840858459473,4.0,4.0,-40.0,15.506175994873047,15.244048118591309,16.784902572631836,16.698116302490234
"[[[0. 0. 0. ... 0. 0. 0.]]

 [[0. 0. 0. ... 0. 0. 0.]]]",0.0,0.15335212647914886,0.32646745443344116,0.22105804085731506,0.040616750717163086,0.0,0.15246593952178955,0.3667011559009552,0.08336308598518372,0.19571445882320404,0.0,0.3333333432674408,0.3333333432674408,0.0,0.3333333432674408,0.3333333432674408,0.0,0.3333333432674408,0.3333333432674408,0.0,3.4129037857055664,5.076551914215088,4.0,4.0,-40.0,15.463584899902344,15.34682846069336,16.393535614013672,17.64455223083496
"[[[0. 0. 0. ... 0. 0. 0.]]

 [[0. 0. 0. ... 0. 0. 0.]]]",0.0,0.15335212647914886,0.32646745443344116,0.22105804085731506,0.040616750717163086,0.0,0.15246593952178955,0.3667011559009552,0.08336308598518372,0.19571445882320404,0.0,0.3333333432674408,0.3333333432674408,0.0,0.3333333432674408,0.3333333432674408,0.0,0.3333333432674408,0.3333333432674408,0.0,3.4129037857055664,5.076551914215088,4.0,4.0,-40.0,15.463584899902344,15.34682846069336,16.393535614013672,17.64455223083496
"[[[0. 0. 0. ... 0. 0. 0.]]

 [[0. 0. 0. ... 0. 0. 0.]]]",0.0,0.15335212647914886,0.32646745443344116,0.22105804085731506,0.040616750717163086,0.0,0.15246593952178955,0.3667011559009552,0.08336308598518372,0.19571445882320404,0.0,0.3333333432674408,0.3333333432674408,0.0,0.3333333432674408,0.3333333432674408,0.0,0.3333333432674408,0.3333333432674408,0.0,3.4129037857055664,5.076551914215088,4.0,4.0,-40.0,15.463584899902344,15.34682846069336,16.393535614013672,17.64455223083496
"[[[0. 0. 0. ... 0. 0. 0.]]

 [[0. 0. 0. ... 0. 0. 0.]]]",0.0,0.15335212647914886,0.32646745443344116,0.22105804085731506,0.040616750717163086,0.0,0.15246593952178955,0.3667011559009552,0.08336308598518372,0.19571445882320404,0.0,0.3333333432674408,0.3333333432674408,0.0,0.3333333432674408,0.3333333432674408,0.0,0.3333333432674408,0.3333333432674408,0.0,3.4129037857055664,5.076551914215088,4.0,4.0,-40.0,15.463584899902344,15.34682846069336,16.393535614013672,17.64455223083496
"[[[0. 0. 0. ... 0. 0. 0.]]

 [[0. 0. 0. ... 0. 0. 0.]]]",0.0,0.15335212647914886,0.32646745443344116,0.22105804085731506,0.040616750717163086,0.0,0.15246593952178955,0.3667011559009552,0.08336308598518372,0.19571445882320404,0.0,0.3333333432674408,0.3333333432674408,0.0,0.3333333432674408,0.3333333432674408,0.0,0.3333333432674408,0.3333333432674408,0.0,3.4129037857055664,5.076551914215088,4.0,4.0,-40.0,15.463584899902344,15.34682846069336,16.393535614013672,17.64455223083496
"[[[0. 0. 0. ... 0. 0. 0.]]

 [[0. 0. 0. ... 0. 0. 0.]]]",0.0,0.1331651508808136,0.36969274282455444,0.22105804085731506,0.040616750717163086,0.0,0.14907795190811157,0.37278327345848083,0.08395349979400635,0.18833160400390625,0.0,0.3333333432674408,0.3333333432674408,0.0,0.3333333432674408,0.3333333432674408,0.0,0.3333333432674408,0.3333333432674408,0.0,3.3751962184906006,5.14275598526001,4.0,4.0,-40.0,15.407023429870605,15.510634422302246,16.43830108642578,17.815698623657227
"[[[0. 0. 0. ... 0. 0. 0.]]

 [[0. 0. 0. ... 0. 0. 0.]]]",0.0,0.1331651508808136,0.36969274282455444,0.22105804085731506,0.040616750717163086,0.0,0.14907795190811157,0.37278327345848083,0.08395349979400635,0.18833160400390625,0.0,0.3333333432674408,0.3333333432674408,0.0,0.3333333432674408,0.3333333432674408,0.0,0.3333333432674408,0.3333333432674408,0.0,3.3751962184906006,5.14275598526001,4.0,4.0,-40.0,15.407023429870605,15.510634422302246,16.43830108642578,17.815698623657227
"[[[0. 0. 0. ... 0. 0. 0.]]

 [[0. 0. 0. ... 0. 0. 0.]]]",0.0,0.1331651508808136,0.36969274282455444,0.22105804085731506,0.040616750717163086,0.0,0.14907795190811157,0.37278327345848083,0.08395349979400635,0.18833160400390625,0.0,0.3333333432674408,0.3333333432674408,0.0,0.3333333432674408,0.3333333432674408,0.0,0.3333333432674408,0.3333333432674408,0.0,3.3751962184906006,5.14275598526001,4.0,4.0,-40.0,15.407023429870605,15.510634422302246,16.43830108642578,17.815698623657227
"[[[0. 0. 0. ... 0. 0. 0.]]

 [[0. 0. 0. ... 0. 0. 0.]]]",0.0,0.1331651508808136,0.36969274282455444,0.22105804085731506,0.040616750717163086,0.0,0.14907795190811157,0.37278327345848083,0.08395349979400635,0.18833160400390625,0.0,0.3333333432674408,0.3333333432674408,0.0,0.3333333432674408,0.3333333432674408,0.0,0.3333333432674408,0.3333333432674408,0.0,3.3751962184906006,5.14275598526001,4.0,4.0,-40.0,15.407023429870605,15.510634422302246,16.43830108642578,17.815698623657227
"[[[0. 0. 0. ... 0. 0. 0.]]

 [[0. 0. 0. ... 0. 0. 0.]]]",0.0,0.1331651508808136,0.36969274282455444,0.22105804085731506,0.040616750717163086,0.0,0.14907795190811157,0.37278327345848083,0.08395349979400635,0.18833160400390625,0.0,0.3333333432674408,0.3333333432674408,0.0,0.3333333432674408,0.3333333432674408,0.0,0.3333333432674408,0.3333333432674408,0.0,3.3751962184906006,5.14275598526001,4.0,4.0,-40.0,15.407023429870605,15.510634422302246,16.43830108642578,17.815698623657227
"[[[0. 0. 0. ... 0. 0. 0.]]

 [[0. 0. 0. ... 0. 0. 0.]]]",0.0,0.11215629428625107,0.4145498275756836,0.22105804085731506,0.040616750717163086,0.0,0.1491268277168274,0.37303417921066284,0.08091884851455688,0.19479186832904816,0.0,0.3333333432674408,0.3333333432674408,0.0,0.3333333432674408,0.3333333432674408,0.0,0.3333333432674408,0.3333333432674408,0.0,3.370084047317505,5.151057243347168,4.0,4.0,-40.0,15.324178695678711,15.62595272064209,16.403722763061523,18.067955017089844
"[[[0. 0. 0. ... 0. 0. 0.]]

 [[0. 0. 0. ... 0. 0. 0.]]]",0.0,0.11215629428625107,0.4145498275756836,0.22105804085731506,0.040616750717163086,0.0,0.1491268277168274,0.37303417921066284,0.08091884851455688,0.19479186832904816,0.0,0.3333333432674408,0.3333333432674408,0.0,0.3333333432674408,0.3333333432674408,0.0,0.3333333432674408,0.3333333432674408,0.0,3.370084047317505,5.151057243347168,4.0,4.0,-40.0,15.324178695678711,15.62595272064209,16.403722763061523,18.067955017089844
"[[[0. 0. 0. ... 0. 0. 0.]]

 [[0. 0. 0. ... 0. 0. 0.]]]",0.0,0.11215629428625107,0.4145498275756836,0.22105804085731506,0.040616750717163086,0.0,0.1491268277168274,0.37303417921066284,0.08091884851455688,0.19479186832904816,0.0,0.3333333432674408,0.3333333432674408,0.0,0.3333333432674408,0.3333333432674408,0.0,0.3333333432674408,0.3333333432674408,0.0,3.370084047317505,5.151057243347168,4.0,4.0,-40.0,15.324178695678711,15.62595272064209,16.403722763061523,18.067955017089844
"[[[0. 0. 0. ... 0. 0. 0.]]

 [[0. 0. 0. ... 0. 0. 0.]]]",0.0,0.11215629428625107,0.4145498275756836,0.22105804085731506,0.040616750717163086,0.0,0.1491268277168274,0.37303417921066284,0.08091884851455688,0.19479186832904816,0.0,0.3333333432674408,0.3333333432674408,0.0,0.3333333432674408,0.3333333432674408,0.0,0.3333333432674408,0.3333333432674408,0.0,3.370084047317505,5.151057243347168,4.0,4.0,-40.0,15.324178695678711,15.62595272064209,16.403722763061523,18.067955017089844
"[[[0. 0. 0. ... 0. 0. 0.]]

 [[0. 0. 0. ... 0. 0. 0.]]]",0.0,0.11215629428625107,0.4145498275756836,0.22105804085731506,0.040616750717163086,0.0,0.1491268277168274,0.37303417921066284,0.08091884851455688,0.19479186832904816,0.0,0.3333333432674408,0.3333333432674408,0.0,0.3333333432674408,0.3333333432674408,0.0,0.3333333432674408,0.3333333432674408,0.0,3.370084047317505,5.151057243347168,4.0,4.0,-40.0,15.324178695678711,15.62595272064209,16.403722763061523,18.067955017089844
"[[[0. 0. 0. ... 0. 0. 0.]]

 [[0. 0. 0. ... 0. 0. 0.]]]",0.0,0.1076337918639183,0.4242032468318939,0.22105804085731506,0.040616750717163086,0.0,0.14824867248535156,0.3751274049282074,0.07944611459970474,0.19543810188770294,0.0,0.3333333432674408,0.3333333432674408,0.0,0.3333333432674408,0.3333333432674408,0.0,0.3333333432674408,0.3333333432674408,0.0,3.2892510890960693,5.311276435852051,4.0,4.0,-40.0,15.277397155761719,15.711406707763672,16.079118728637695,18.634265899658203
"[[[0. 0. 0. ... 0. 0. 0.]]

 [[0. 0. 0. ... 0. 0. 0.]]]",0.0,0.1076337918639183,0.4242032468318939,0.22105804085731506,0.040616750717163086,0.0,0.14824867248535156,0.3751274049282074,0.07944611459970474,0.19543810188770294,0.0,0.3333333432674408,0.3333333432674408,0.0,0.3333333432674408,0.3333333432674408,0.0,0.3333333432674408,0.3333333432674408,0.0,3.2892510890960693,5.311276435852051,4.0,4.0,-40.0,15.277397155761719,15.711406707763672,16.079118728637695,18.634265899658203
"[[[0. 0. 0. ... 0. 0. 0.]]

 [[0. 0. 0. ... 0. 0. 0.]]]",0.0,0.1076337918639183,0.4242032468318939,0.22105804085731506,0.040616750717163086,0.0,0.14824867248535156,0.3751274049282074,0.07944611459970474,0.19543810188770294,0.0,0.3333333432674408,0.3333333432674408,0.0,0.3333333432674408,0.3333333432674408,0.0,0.3333333432674408,0.3333333432674408,0.0,3.2892510890960693,5.311276435852051,4.0,4.0,-40.0,15.277397155761719,15.711406707763672,16.079118728637695,18.634265899658203
"[[[0. 0. 0. ... 0. 0. 0.]]

 [[0. 0. 0. ... 0. 0. 0.]]]",0.0,0.1076337918639183,0.4242032468318939,0.22105804085731506,0.040616750717163086,0.0,0.14824867248535156,0.3751274049282074,0.07944611459970474,0.19543810188770294,0.0,0.3333333432674408,0.3333333432674408,0.0,0.3333333432674408,0.3333333432674408,0.0,0.3333333432674408,0.3333333432674408,0.0,3.2892510890960693,5.311276435852051,4.0,4.0,-40.0,15.277397155761719,15.711406707763672,16.079118728637695,18.634265899658203
"[[[0. 0. 0. ... 0. 0. 0.]]

 [[0. 0. 0. ... 0. 0. 0.]]]",0.0,0.1076337918639183,0.4242032468318939,0.22105804085731506,0.040616750717163086,0.0,0.14824867248535156,0.3751274049282074,0.07944611459970474,0.19543810188770294,0.0,0.3333333432674408,0.3333333432674408,0.0,0.3333333432674408,0.3333333432674408,0.0,0.3333333432674408,0.3333333432674408,0.0,3.2892510890960693,5.311276435852051,4.0,4.0,-40.0,15.277397155761719,15.711406707763672,16.079118728637695,18.634265899658203
"[[[0. 0. 0. ... 0. 0. 0.]]

 [[0. 0. 0. ... 0. 0. 0.]]]",0.0,0.10411781817674637,0.4299449324607849,0.22105804085731506,0.040616750717163086,0.0,0.14743101596832275,0.37698063254356384,0.07806499302387238,0.19557130336761475,0.0,0.3333333432674408,0.3333333432674408,0.0,0.3333333432674408,0.3333333432674408,0.0,0.3333333432674408,0.3333333432674408,0.0,3.125728130340576,5.650365829467773,4.0,4.0,-40.0,15.2161865234375,15.822553634643555,15.577547073364258,19.316686630249023
"[[[0. 0. 0. ... 0. 0. 0.]]

 [[0. 0. 0. ... 0. 0. 0.]]]",0.0,0.10411781817674637,0.4299449324607849,0.22105804085731506,0.040616750717163086,0.0,0.14743101596832275,0.37698063254356384,0.07806499302387238,0.19557130336761475,0.0,0.3333333432674408,0.3333333432674408,0.0,0.3333333432674408,0.3333333432674408,0.0,0.3333333432674408,0.3333333432674408,0.0,3.125728130340576,5.650365829467773,4.0,4.0,-40.0,15.2161865234375,15.822553634643555,15.577547073364258,19.316686630249023
"[[[0. 0. 0. ... 0. 0. 0.]]

 [[0. 0. 0. ... 0. 0. 0.]]]",0.0,0.10411781817674637,0.4299449324607849,0.22105804085731506,0.040616750717163086,0.0,0.14743101596832275,0.37698063254356384,0.07806499302387238,0.19557130336761475,0.0,0.3333333432674408,0.3333333432674408,0.0,0.3333333432674408,0.3333333432674408,0.0,0.3333333432674408,0.3333333432674408,0.0,3.125728130340576,5.650365829467773,4.0,4.0,-40.0,15.2161865234375,15.822553634643555,15.577547073364258,19.316686630249023
"[[[0. 0. 0. ... 0. 0. 0.]]

 [[0. 0. 0. ... 0. 0. 0.]]]",0.0,0.10411781817674637,0.4299449324607849,0.22105804085731506,0.040616750717163086,0.0,0.14743101596832275,0.37698063254356384,0.07806499302387238,0.19557130336761475,0.0,0.3333333432674408,0.3333333432674408,0.0,0.3333333432674408,0.3333333432674408,0.0,0.3333333432674408,0.3333333432674408,0.0,3.125728130340576,5.650365829467773,4.0,4.0,-40.0,15.2161865234375,15.822553634643555,15.577547073364258,19.316686630249023
