expected,real
0.0,0.024339877
0.069964446,0.047472905
0.0,0.034826778
0.07253667,0.051656153
0.09465778,0.027892174
0.09157111,0.04943318
0.104432225,0.05871518
0.11472111,0.046365045
0.10288889,0.04724831
0.14970334,0.0552636
0.16668,0.03571983
0.10751889,0.046351746
0.17696889,0.034200158
0.12295222,0.001850908
0.11472111,-0.0025039602
0.13118333,0.014825177
0.117293335,0.020886239
0.11523555,-0.008949383
0.14044334,0.0144818695
0.096715555,0.025318485
0.10186,0.0060703275
0.08076778,-0.0019614138
0.109062225,0.008003435
0.10854778,-0.003062642
0.08076778,0.0063453303
0.08848444,-0.005377175
0.12861112,-0.00036507164
0.09157111,-0.010884341
0.10186,-0.0107345795
0.09157111,-0.013446706
0.10649,-0.008213418
0.11883666,-0.018135898
0.11472111,-0.027281942
0.09002778,-0.035183847
0.13324112,-0.04336995
0.122437775,-0.06391248
0.074594446,-0.07051983
0.09774444,-0.07161666
0.10546111,-0.0917752
0.09723,-0.09174894
0.070993334,-0.086411126
0.079738885,-0.055533536
0.048357777,-0.0379894
0.056074444,-0.114047766
0.038583335,-0.089814834
0.029837778,-0.07071579
0.030352222,-0.08566845
0.050415557,-0.08077252
0.027265556,-0.11304087
0.03241,-0.05603162
0.023664445,-0.07483048
0.03446778,-0.056476194
0.043213334,-0.04855223
0.03909778,-0.051240996
0.05093,-0.06309552
0.054531112,-0.04462634
0.04527111,0.024400756
0.029837778,0.03930444
0.023664445,0.008650825
0.07716667,0.053447776
0.06842111,0.016858356
0.066877775,-0.007480947
0.07202222,0.028797325
0.12038,0.032365315
0.028808888,0.021295141
0.08128222,0.008934842
0.06945,0.011901217
0.109062225,0.020284783
0.10854778,0.012632477
0.0,0.07609203
0.0,0.07543504
0.0,0.09106417
0.0,0.0848884
0.08642667,0.08534948
0.083854444,0.093844116
0.08694111,0.08893069
0.09774444,0.0930453
0.11163444,0.09489531
0.112663336,0.0962239
0.12706777,0.09808966
0.12809667,0.09760571
0.1389,0.101814546
0.14455889,0.10190722
0.07202222,0.10926749
0.07356556,0.11286221
0.08694111,0.11679112
0.09877333,0.12203484
0.08951333,0.12624514
0.10854778,0.13175355
0.101345554,0.1376913
0.10546111,0.13979562
0.12089445,0.14781381
0.10751889,0.15277861
0.12809667,0.15593916
0.13169777,0.15820627
0.13221222,0.1614962
0.11832222,0.1653413
0.11214889,0.16163614
0.10391778,0.16601579
0.10340333,0.16859834
0.09774444,0.179074
0.09054222,0.162218
0.10391778,0.17878222
0.07819556,0.17872539
0.07356556,0.1664725
0.074594446,0.15709946
0.07202222,0.16735576
0.08128222,0.1786659
0.07665222,0.20020097
0.07716667,0.18802945
0.08951333,0.17527461
0.06945,0.197956
0.06019,0.20125458
0.054531112,0.16524483
0.07253667,0.19854818
0.06173333,0.21180892
0.05093,0.20879431
0.04064111,0.18703336
0.04887222,0.18475376
0.041155554,0.1920694
0.038583335,0.20144692
0.036525555,0.21264797
0.049386665,0.21848968
0.04887222,0.20174032
0.0463,0.22002849
0.03601111,0.18447568
0.032924443,0.19606398
0.0463,0.22444437
0.027265556,0.23034026
0.03806889,0.12783961
0.025722222,0.22749598
0.041155554,0.21749814
0.015947778,0.22051929
0.031895556,0.22283742
0.0056588887,0.22807999
0.032924443,0.23007397
0.024178889,0.22572331
0.019034445,0.22301738
0.018005555,0.22973098
0.014404444,0.23957084
0.012861111,0.20723057
0.003601111,0.2382755
-0.0051444443,-0.19326869
-0.022635555,-0.10949303
-0.028808888,-0.18239766
-0.025722222,-0.14545238
-0.03601111,-0.18253489
-0.05093,-0.1791861
-0.06327666,-0.22398227
-0.056074444,-0.24764402
-0.07562333,-0.07958614
-0.092085555,-0.054928698
-0.08334,-0.17837915
-0.09157111,-0.07875836
-0.066363335,-0.13720272
-0.10340333,-0.13266082
-0.09414333,-0.12813644
-0.087455556,-0.112395965
-0.08334,-0.14775898
-0.08436889,-0.10664219
-0.087455556,-0.115758315
-0.08076778,-0.05076018
-0.08591222,-0.17255376
-0.079224445,-0.1466872
-0.10597555,-0.10234546
-0.08076778,-0.13887721
-0.09311444,-0.15565799
-0.09928778,-0.059544966
-0.104946665,-0.06328912
-0.104946665,-0.10333295
-0.10288889,-0.11824637
-0.096715555,-0.08497518
-0.08951333,-0.0904212
-0.08642667,-0.048311274
-0.07202222,-0.04840766
-0.070993334,-0.022550663
-0.049386665,-0.0031829763
-0.034982223,0.0047513135
-0.025207778,0.020127852
-0.011832222,0.025512671
0.003601111,0.03288549
0.00926,0.038892686
0.019034445,0.04577455
0.029837778,0.053402215
0.039612222,0.06066521
0.052987777,0.061766487
0.04167,0.06725457
0.0463,0.07252647
0.06790667,0.07810489
0.057617776,0.0827205
0.071507774,0.08552101
0.08076778,0.08881535
0.09414333,0.09069032
0.08797,0.101930164
0.08951333,0.098226696
0.11317778,0.11377886
0.11060555,0.1152351
0.12861112,0.12556428
0.13632777,0.13141236
0.1352989,0.1414943
0.13015445,0.14739639
0.12655333,0.15170315
0.11883666,0.16132261
0.14867444,0.16373424
0.15381889,0.16813765
0.14198667,0.17115682
0.14867444,0.1716608
0.12809667,0.17106335
0.12295222,0.17250754
0.12861112,0.17746614
0.14353,0.18062139
0.15124667,0.17586061
0.15176111,0.18359603
0.14095777,0.123173155
0.15381889,0.14873345
0.13581334,0.1459241
0.15073222,0.13153808
0.15587667,0.16283724
0.15536222,0.18440212
0.16102111,0.17101061
0.14250112,0.09070455
-0.079738885,-0.09296632
-0.079738885,-0.096629344
-0.06533445,-0.099333204
-0.057617776,-0.09908883
-0.07613778,-0.10700122
-0.06224778,-0.105387926
-0.06790667,-0.056352917
-0.07716667,-0.113479614
-0.07202222,-0.0897785
-0.07819556,-0.12810734
-0.057103332,-0.12318253
-0.07768111,-0.13291244
-0.07819556,-0.13978931
-0.08899889,-0.14590102
-0.10751889,-0.14534818
-0.117807776,-0.15651876
-0.12964,-0.16149093
-0.11677889,-0.16664882
-0.14507334,-0.16854678
-0.13427,-0.16598372
-0.16873778,-0.17863055
-0.14353,-0.18453884
-0.15484777,-0.18678844
-0.15639111,-0.18937768
-0.16359334,-0.19362104
-0.15073222,-0.17910816
-0.16873778,-0.16767716
-0.18005556,-0.20502973
-0.15793444,-0.19961686
-0.18880111,-0.19615994
-0.15279,-0.20803277
-0.19446,-0.18450874
-0.19497444,-0.16439907
-0.19857556,-0.18224917
-0.18005556,-0.14167581
-0.18983,-0.15477584
-0.16873778,-0.19219583
-0.16256444,-0.11082151
-0.15536222,-0.14776358
-0.13375555,-0.12541804
-0.16462222,-0.10466057
