expected,real
0.0066877776,-0.070733234
0.01389,-0.07286863
0.011317777,-0.07038395
0.014918889,-0.07548943
0.022635555,-0.07479916
0.024178889,-0.07703119
0.014404444,-0.07695122
0.028294444,-0.07760004
0.023664445,-0.08062773
0.02778,-0.08104962
0.043727778,-0.09213183
0.030866666,-0.092267044
0.033438887,-0.09195527
0.041155554,-0.085734144
0.024178889,-0.08609164
0.02778,-0.08921845
0.025722222,-0.08776533
0.030352222,-0.08961046
0.037554443,-0.09226624
0.021606667,-0.0889903
0.014404444,-0.09135861
0.029837778,-0.09368258
0.010288889,-0.09300186
0.018005555,-0.09303314
0.024178889,-0.093449794
0.026236666,-0.09530232
0.017491112,-0.09692439
0.008231111,-0.096128225
0.011317777,-0.09437876
-0.11163444,0.033703305
-0.0926,0.051651098
-0.09928778,0.13196377
-0.08179667,-0.021973789
-0.07408,-0.03462571
-0.08694111,-0.032701164
-0.074594446,-0.04661023
-0.06790667,-0.046270754
-0.066877775,-0.062442824
-0.039612222,-0.068927824
-0.015433333,-0.067723185
-0.03446778,0.0025817093
-0.029837778,-0.10302629
-0.031895556,0.005366115
-0.026236666,-0.04429332
0.019034445,-0.03537816
-0.03806889,-0.03416957
-0.014918889,-0.035166185
-0.033953335,-0.03155944
-0.015433333,0.03885702
-0.050415557,-0.0043973434
-0.045785554,-0.056218952
-0.07613778,-0.024771886
-0.06224778,-0.046778016
-0.06379111,-0.03526641
-0.074594446,-0.016744329
-0.07613778,-0.013621818
-0.101345554,-0.027499646
-0.096715555,0.0015841117
-0.096201114,-0.0046658283
-0.08694111,-0.0011993374
-0.08128222,0.004583274
-0.066363335,0.0277999
-0.09517222,0.037120182
-0.07562333,0.034320068
-0.06945,0.05040394
-0.039612222,0.06089803
-0.04167,0.07751642
-0.011832222,0.056393147
-0.020063333,0.043686718
0.0066877776,0.06739637
0.02315,0.083245814
0.015433333,0.047597263
0.02778,0.047446392
0.057103332,0.022987064
0.05556,0.07000273
0.048357777,0.0711861
0.059675556,0.10982868
0.07562333,0.019725101
0.09465778,0.056999624
0.05093,0.048080318
0.07665222,0.04381164
0.11677889,0.036628973
0.12295222,0.031581268
0.047843333,0.0273614
0.096201114,0.06658713
0.100831114,-0.034146994
0.10186,0.0033452208
0.060704444,0.00784877
0.06019,-0.000828068
0.061218888,-0.025617382
0.038583335,0.03483142
-0.01389,-0.055426527
-0.04887222,-0.04734279
0.019034445,-0.05257247
-0.039612222,-0.029010247
-0.03241,-0.086294
-0.066877775,-0.08676155
-0.048357777,-0.07301059
-0.08128222,-0.080500245
-0.069964446,-0.08723538
-0.11472111,-0.085544355
-0.10854778,-0.097003944
-0.08951333,-0.10484831
-0.14301555,-0.10489752
-0.15433334,-0.08241443
-0.1852,-0.0870971
-0.14250112,-0.087664194
-0.22069667,-0.086503156
-0.1852,-0.068713434
-0.19497444,-0.08016692
-0.17748334,-0.07130731
-0.18571444,-0.072712734
-0.16410778,-0.07056723
-0.15381889,-0.05590181
-0.14404444,-0.057973046
-0.11523555,-0.057012226
-0.13787112,-0.07356761
-0.096715555,-0.067734025
-0.09825889,-0.07081875
-0.08642667,-0.07412413
-0.15227556,-0.06435997
-0.13169777,-0.06998648
-0.13992889,-0.069840126
-0.12140889,-0.06062195
-0.10649,-0.06380914
-0.11677889,-0.059753105
-0.09825889,-0.058906656
-0.069964446,-0.047556743
-0.08179667,-0.043135762
-0.07305111,-0.039706197
0.0,-0.02538951
0.0,-0.03706317
0.0,-0.03366906
0.0,-0.024191711
0.0,-0.029628003
0.0,-0.024538143
0.0,-0.028765159
0.0,-0.02056313
0.0,-0.031296764
0.0,-0.022167532
0.0,-0.026647154
0.0,-0.02659498
0.0,-0.010563574
0.0,-0.009596445
0.0,-0.009783132
0.0,-0.005885282
0.0,-0.0058662347
0.0,-0.002662484
0.0,-0.0054490194
0.0,-0.0052156937
0.0,-0.0035418598
0.0,0.00022733255
0.0,0.0014756891
0.0,0.0017963621
0.0,0.005911291
0.0,0.010715611
0.0,0.0076809544
0.0,0.011371752
0.0,0.014074359
0.0,0.023929305
0.0,0.051125083
0.0,0.029767053
0.0,0.04287192
0.0,0.043396726
0.0,0.043607492
0.0,0.05653393
0.0,0.06812648
0.07047889,0.07216419
0.08694111,0.055037223
0.07871,0.042367604
0.10700444,0.030324662
0.13324112,0.05299552
0.14661667,0.06662195
0.14353,0.063472606
0.17439666,0.062324222
0.17028111,0.068714604
0.19085889,0.07282608
0.12706777,0.091379665
0.12501,0.0716316
0.14095777,0.05711976
0.11986556,0.11410739
0.10649,0.09151883
0.11163444,0.11286071
0.12038,0.08411026
0.10186,0.077577084
0.10700444,0.08558084
0.109576665,0.10827646
0.09928778,0.11454831
0.09465778,0.10072926
0.10186,0.08911712
0.10340333,0.08351635
0.113692224,0.074166596
0.08025333,0.06681488
0.10340333,0.05732104
0.08025333,0.051968116
0.10649,0.066556945
0.10700444,0.048183806
0.09568667,0.04529535
0.08488333,0.0433311
0.07408,0.040667396
0.07202222,0.038771845
0.051444445,0.03080054
0.08848444,0.03625801
0.06276222,0.024358936
0.08128222,0.024370242
0.06430556,0.019501135
0.04424222,0.01096523
0.06379111,0.00931101
0.05658889,0.007773489
0.06430556,0.0047538467
0.061218888,0.007340484
0.044756666,0.0024272595
0.047843333,0.007067583
0.05093,0.008283743
0.030352222,0.008883764
0.00463,-0.0014145173
0.0030866666,0.0030244587
-0.00463,0.009113183
0.0108033335,0.009332334
0.014918889,0.0129495915
0.012346666,0.01536408
0.03446778,0.012265696
-0.016976668,0.008376653
-0.0108033335,0.03428784
0.009774445,0.010869208
0.023664445,0.043055568
0.015947778,0.023150837
0.030352222,0.039970037
0.016976668,0.03930615
-0.0077166664,0.045564055
0.0020577777,0.041935924
0.0056588887,0.04147714
0.028808888,0.04711845
0.027265556,0.044607885
0.022635555,0.04274856
0.028294444,0.037880026
0.029837778,0.03714006
0.0025722221,0.048961256
0.045785554,0.031815615
0.025207778,0.02665831
0.03806889,0.029276099
0.041155554,0.022890741
0.054531112,0.03210602
0.032924443,0.02134997
0.040126666,0.015436544
0.03806889,0.0064279665
0.04424222,0.0071941568
0.05556,0.0045257197
0.021092223,0.026554558
0.0463,-0.0101713035
0.029323334,0.011416587
0.041155554,0.04864466
0.012346666,-0.023093699
0.020063333,0.03315853
0.03704,-0.03854224
0.028294444,0.027122997
0.030352222,0.012517256
0.02675111,0.009748906
0.035496667,-0.0056444295
0.042184446,-0.006861342
0.029323334,-0.03305278
-0.0041155554,0.0028929736
0.035496667,-0.0044662813
0.031895556,0.0023617712
0.019034445,0.016886609
0.033438887,-0.003963718
0.009774445,-0.01047329
