training,validation,test
0.05736006423830986,0.062003348022699356,0.06378393620252609
0.05735974386334419,0.062007464468479156,0.06375917047262192
0.057359714061021805,0.06199709698557854,0.06375467777252197
0.05735968425869942,0.06199926882982254,0.06376567482948303
0.057359665632247925,0.06200350075960159,0.06376197189092636
0.05735974386334419,0.061997249722480774,0.06374017149209976
0.05735952407121658,0.06199987232685089,0.06376045197248459
0.05735970288515091,0.06200673431158066,0.06376906484365463
0.0573599711060524,0.062002651393413544,0.06377683579921722
0.05735991150140762,0.061999622732400894,0.06377783417701721
0.0573602020740509,0.06199571117758751,0.06378788501024246
0.0573597177863121,0.06200724095106125,0.06377435475587845
0.05736023560166359,0.06200798600912094,0.06377603858709335
0.05735968425869942,0.06200026348233223,0.06374623626470566
0.05735970288515091,0.062005866318941116,0.0637596994638443
0.057359784841537476,0.062003761529922485,0.0637659877538681
0.05735976621508598,0.06200313940644264,0.06374973058700562
0.057359691709280014,0.06200790777802467,0.06375603377819061
0.05735981836915016,0.06200210750102997,0.06376144289970398
0.05735970288515091,0.062003012746572495,0.0637737438082695
0.05735970288515091,0.06200999394059181,0.0637509748339653
0.05735975503921509,0.06201082840561867,0.06375293433666229
0.05735945329070091,0.06200191006064415,0.06376760452985764
0.05735984817147255,0.062000006437301636,0.06376320123672485
0.057359930127859116,0.06199829280376434,0.06377499550580978
0.05735990032553673,0.06200166419148445,0.0637720450758934
0.05736013874411583,0.06201000139117241,0.06377647817134857
0.0573594830930233,0.06200629472732544,0.06375371664762497
0.05736035108566284,0.06199897080659866,0.06379152834415436
0.05735950544476509,0.061999619007110596,0.06377076357603073
0.057359933853149414,0.06201057881116867,0.06373249739408493
0.0573597326874733,0.06200238689780235,0.06376626342535019
0.057359762489795685,0.06200201436877251,0.0637643113732338
0.057359881699085236,0.06199749559164047,0.06377051770687103
0.057359352707862854,0.062004562467336655,0.06375494599342346
0.05735979601740837,0.062002647668123245,0.06377009302377701
0.057359762489795685,0.062005665153265,0.06378191709518433
0.057359904050827026,0.06199998781085014,0.0637667253613472
0.057360101491212845,0.061997536569833755,0.06376370787620544
0.05735956132411957,0.062003206461668015,0.06376579403877258
0.05735965445637703,0.06200120970606804,0.06375189870595932
0.057359639555215836,0.06200610101222992,0.0637587457895279
0.05735999718308449,0.06200866401195526,0.06377783417701721
0.05736001208424568,0.062001120299100876,0.06377314776182175
0.05735955759882927,0.062005866318941116,0.0637601688504219
0.057359617203474045,0.06199909374117851,0.06376280635595322
0.05736037343740463,0.06200086697936058,0.06377258896827698
0.05735984444618225,0.06200405955314636,0.06375934183597565
0.05735974386334419,0.06201024726033211,0.06376702338457108
0.05735955014824867,0.06200899928808212,0.06375421583652496
0.057359468191862106,0.062007416039705276,0.06377530097961426
0.057359836995601654,0.06199858337640762,0.06377274543046951
0.05735979974269867,0.062001779675483704,0.06376662850379944
0.057359762489795685,0.06200669705867767,0.06375565379858017
0.05735956132411957,0.06200556829571724,0.0637526884675026
0.05735977366566658,0.062006380409002304,0.06374981254339218
0.05735962837934494,0.062000345438718796,0.06376387178897858
0.0573597326874733,0.06200024485588074,0.06373994797468185
0.0573597252368927,0.06200409308075905,0.06376926600933075
0.05735960230231285,0.0619964525103569,0.06376969814300537
0.05735962837934494,0.06199555844068527,0.063747838139534
0.057359546422958374,0.06200091540813446,0.06375429779291153
0.0573599636554718,0.06200454384088516,0.06375684589147568
0.057359810918569565,0.06200239434838295,0.06376633048057556
0.05735950171947479,0.06199978291988373,0.06374421715736389
0.057359449565410614,0.06200302019715309,0.06377077847719193
0.057360004633665085,0.06199878081679344,0.06377831846475601
0.05735969915986061,0.062003836035728455,0.0637533962726593
0.05736028030514717,0.06200186163187027,0.06376136839389801
0.05735979601740837,0.06199895218014717,0.06375551223754883
0.057359788566827774,0.06200302019715309,0.0637608990073204
0.05735962837934494,0.06200719624757767,0.06376117467880249
0.05735994875431061,0.062000393867492676,0.06375795602798462
0.05735963210463524,0.06201395392417908,0.06374993920326233
0.05735959857702255,0.062003862112760544,0.0637584701180458
0.05735994502902031,0.061993181705474854,0.06376505643129349
0.05736000835895538,0.062003228813409805,0.06376639008522034
0.057359546422958374,0.06200990453362465,0.06375367194414139
0.057359762489795685,0.06200208142399788,0.06376288086175919
0.05735994502902031,0.06199609860777855,0.06376491487026215
0.05735978111624718,0.061998579651117325,0.06376222521066666
0.057359617203474045,0.062001701444387436,0.06375961750745773
0.05735987424850464,0.06201031431555748,0.0637490451335907
0.057359613478183746,0.06200707331299782,0.06375124305486679
0.05735976994037628,0.06200681999325752,0.06376871466636658
0.0573599636554718,0.06200592219829559,0.06376823782920837
0.057359930127859116,0.06200753524899483,0.06375790387392044
0.057359956204891205,0.06199980899691582,0.06377650052309036
0.05735982954502106,0.06200524419546127,0.06375154852867126
0.05735945329070091,0.06200333312153816,0.06375730782747269
0.05735957995057106,0.0620090514421463,0.06376661360263824
0.05735984817147255,0.062003243714571,0.06375992298126221
0.057359546422958374,0.06199617683887482,0.06375204026699066
0.05736011266708374,0.062000833451747894,0.06374619901180267
0.05735967308282852,0.062004975974559784,0.06376896053552628
0.05735952779650688,0.062007587403059006,0.06375856697559357
0.05736016109585762,0.06200543791055679,0.06374705582857132
0.05735974386334419,0.061994243413209915,0.0637817531824112
0.057359643280506134,0.06200405955314636,0.06375660002231598
0.05735987052321434,0.061999548226594925,0.06376978754997253
0.057359710335731506,0.06200125813484192,0.0637550875544548
0.057359810918569565,0.062004443258047104,0.06375760585069656
0.057359810918569565,0.061996255069971085,0.0637684166431427
0.05735979601740837,0.062002405524253845,0.06375204026699066
0.057359762489795685,0.06199818477034569,0.0637645497918129
0.05735970661044121,0.062005240470170975,0.0637667179107666
0.05736023560166359,0.0619993731379509,0.06378493458032608
0.057359784841537476,0.06200630962848663,0.06374738365411758
0.05735965818166733,0.06200297176837921,0.06375739723443985
0.05735955014824867,0.06199846789240837,0.06375992298126221
0.05735967680811882,0.06200212612748146,0.06377645581960678
0.05735979229211807,0.062006767839193344,0.06373216211795807
0.05735966935753822,0.061998337507247925,0.06374646723270416
0.057359471917152405,0.06200714781880379,0.06376857310533524
0.05735952779650688,0.06200319901108742,0.06374651193618774
0.0573602057993412,0.06201021745800972,0.06375982612371445
0.05736001953482628,0.06200563907623291,0.06376070529222488
0.057359736412763596,0.06200578808784485,0.0637635737657547
0.057359758764505386,0.062001489102840424,0.06376654654741287
0.05735955759882927,0.062002863734960556,0.06375434994697571
0.05735965445637703,0.062002696096897125,0.0637611374258995
0.05735992640256882,0.06200903654098511,0.06377021223306656
0.057359859347343445,0.06200350075960159,0.0637543797492981
0.057360101491212845,0.06200346723198891,0.06376537680625916
0.05735956132411957,0.06200078874826431,0.06375600397586823
0.057360026985406876,0.061998605728149414,0.06376215815544128
0.057360563427209854,0.061987556517124176,0.06379356980323792
0.05736049264669418,0.062009070068597794,0.06376994401216507
0.0573597215116024,0.06200569495558739,0.06376780569553375
0.057359639555215836,0.062001217156648636,0.06377340108156204
0.05735970661044121,0.06200322136282921,0.06376546621322632
0.0573599711060524,0.06200338900089264,0.06376588344573975
0.057359833270311356,0.06200656667351723,0.06375982612371445
0.057360149919986725,0.062002114951610565,0.06376530230045319
0.057359617203474045,0.06201068311929703,0.06375960260629654
0.05735989660024643,0.06199656054377556,0.06378380209207535
0.05735999718308449,0.06200295314192772,0.06374303996562958
0.057359810918569565,0.062010519206523895,0.06375349313020706
0.05735986307263374,0.06200119107961655,0.06376846134662628
0.05735967680811882,0.062006037682294846,0.06375899165868759
0.05735952779650688,0.06200461462140083,0.06376328319311142
0.05735993757843971,0.06200200691819191,0.06376741826534271
0.0573599711060524,0.06200655922293663,0.06376457214355469
0.057359784841537476,0.06199844926595688,0.06375989317893982
0.05736016109585762,0.062000636011362076,0.06377897411584854
0.05735992267727852,0.06199730932712555,0.06377560645341873
0.057359617203474045,0.06200646609067917,0.06374593824148178
0.05735957249999046,0.06200108677148819,0.06377057731151581
0.057359591126441956,0.06200382113456726,0.06374688446521759
0.0573597252368927,0.062004607170820236,0.06375660002231598
0.057359591126441956,0.06200672313570976,0.06376948952674866
0.05735965445637703,0.062004584819078445,0.06376110017299652
0.057359594851732254,0.06200560927391052,0.0637485533952713
0.05735969543457031,0.06200284883379936,0.06375054270029068
0.057359691709280014,0.062006935477256775,0.0637635737657547
0.05735982209444046,0.062006235122680664,0.06375385075807571
0.0573597326874733,0.06201010197401047,0.06377241760492325
0.05735952779650688,0.062007054686546326,0.06376967579126358
0.05735964700579643,0.06200147047638893,0.0637752041220665
0.05736000835895538,0.062001533806324005,0.06377357244491577
0.05736013501882553,0.06201115995645523,0.0637689009308815
0.05735962465405464,0.06200716644525528,0.06376963108778
0.05735953524708748,0.06199892237782478,0.06376694142818451
0.057360127568244934,0.062000393867492676,0.0637735053896904
0.05735984444618225,0.06200281158089638,0.06376609951257706
0.05735960975289345,0.062011588364839554,0.06374864280223846
0.05735975503921509,0.06199958920478821,0.06376957148313522
0.05735974386334419,0.062004297971725464,0.063758984208107
0.05735977366566658,0.06199849769473076,0.06376314908266068
0.05736003816127777,0.062006108462810516,0.06377451866865158
0.05735953897237778,0.062003243714571,0.06376687437295914
0.05735957622528076,0.06200621277093887,0.0637725442647934
0.05735976621508598,0.061993684619665146,0.063748799264431
0.05735962092876434,0.06200593337416649,0.0637674331665039
0.057359639555215836,0.06199882924556732,0.06376850605010986
0.057359617203474045,0.062006931751966476,0.06377171725034714
0.05735979229211807,0.06201064959168434,0.06375885754823685
0.05735982209444046,0.06200520694255829,0.06375240534543991
0.057360194623470306,0.06200806424021721,0.06374409049749374
0.05735974386334419,0.061999622732400894,0.06376425921916962
0.057360026985406876,0.06200281158089638,0.06376747041940689
0.0573597326874733,0.06200268492102623,0.06376688182353973
0.057359956204891205,0.061996158212423325,0.06376933306455612
0.05735960602760315,0.06200670823454857,0.06377093493938446
0.05736000835895538,0.062009476125240326,0.0637592151761055
0.05736008286476135,0.061994388699531555,0.06376203149557114
0.0573597215116024,0.062003012746572495,0.06376589834690094
0.057359836995601654,0.06199612468481064,0.06377243250608444
0.05735960602760315,0.061999883502721786,0.06376044452190399
0.05735962465405464,0.06200364604592323,0.06376742571592331
0.05735984072089195,0.06199691444635391,0.06377926468849182
0.05735987424850464,0.06199770048260689,0.06376130133867264
0.05736013501882553,0.06199498847126961,0.06377136707305908
0.05735965073108673,0.06200544536113739,0.06376425921916962
0.05735982209444046,0.06199794262647629,0.06375837326049805
0.057359881699085236,0.06200510635972023,0.06374106556177139
0.057360075414180756,0.06200143322348595,0.06375584751367569
0.05735958367586136,0.06200002133846283,0.06375341862440109
0.05735984072089195,0.06200457364320755,0.06376472115516663
0.05735982209444046,0.062000006437301636,0.06374060362577438
0.05735991150140762,0.0620078444480896,0.06377844512462616
0.057359691709280014,0.06200294569134712,0.06376158446073532
0.057360026985406876,0.06200828403234482,0.06376275420188904
0.057360075414180756,0.06201053783297539,0.06377125531435013
0.057359982281923294,0.062007930129766464,0.06375835090875626
0.05736001580953598,0.06200713664293289,0.06376204639673233
0.05736015364527702,0.061999499797821045,0.0637645497918129
0.05735958367586136,0.06199667602777481,0.06376689672470093
0.057359881699085236,0.062004946172237396,0.0637778788805008
0.057359833270311356,0.062007442116737366,0.06376135349273682
0.05735965818166733,0.06200563907623291,0.06375210732221603
0.057359520345926285,0.061996351927518845,0.06376014649868011
0.05735965818166733,0.062009744346141815,0.06376723200082779
0.057360339909791946,0.06199772283434868,0.06378472596406937
0.05735981464385986,0.06200196593999863,0.06375914812088013
0.05736002326011658,0.061995040625333786,0.0637592002749443
0.057359471917152405,0.06200253218412399,0.06376757472753525
0.057359613478183746,0.062001943588256836,0.06375911831855774
0.05735967680811882,0.06201285496354103,0.06376028805971146
0.05736006051301956,0.06199921667575836,0.0637769103050232
0.05735990032553673,0.06199603155255318,0.06375827640295029
0.05736004561185837,0.06200192868709564,0.0637662410736084
0.057359468191862106,0.06200503185391426,0.06376013904809952
0.05735982209444046,0.061996906995773315,0.0637635812163353
0.05735955014824867,0.06200527027249336,0.06376473605632782
0.0573597177863121,0.0619988813996315,0.06377305835485458
0.05736002326011658,0.06200036779046059,0.06376387923955917
0.05735974758863449,0.062003254890441895,0.06374704092741013
0.05735976621508598,0.062004633247852325,0.06376548111438751
0.05735982209444046,0.0620051771402359,0.06376037746667862
0.05735965818166733,0.062003545463085175,0.06376467645168304
0.057359859347343445,0.062004126608371735,0.06377340853214264
0.0573599748313427,0.06200137734413147,0.06377574056386948
0.05736012011766434,0.06200055778026581,0.06378396600484848
0.057360127568244934,0.06199326738715172,0.06375531107187271
0.05735991895198822,0.06200486049056053,0.06377372145652771
0.05735990032553673,0.061994440853595734,0.06376318633556366
0.05735960602760315,0.06200646609067917,0.06375764310359955
0.05736006796360016,0.061993811279535294,0.06376875191926956
0.05736028403043747,0.0620003342628479,0.0637507364153862
0.05735943838953972,0.06200253963470459,0.06377062201499939
0.05736002326011658,0.06200046092271805,0.06376297771930695
0.0573597252368927,0.062009137123823166,0.06376361846923828
0.05735984444618225,0.061999090015888214,0.06376820802688599
0.057359982281923294,0.062004927545785904,0.06374838203191757
0.05735958367586136,0.06200794130563736,0.06376485526561737
0.05735990032553673,0.061999935656785965,0.06376183032989502
0.057360079139471054,0.062004078179597855,0.06377973407506943
0.05735956132411957,0.06200078874826431,0.06376352906227112
0.05735981464385986,0.062003716826438904,0.06373460590839386
0.05735974758863449,0.061998359858989716,0.06375987827777863
0.05735979601740837,0.062002457678318024,0.0637519359588623
0.05735941231250763,0.06200655549764633,0.06375504285097122
0.0573597252368927,0.06200411915779114,0.06374633312225342
0.05735976994037628,0.062002118676900864,0.06376868486404419
0.05735953897237778,0.062007248401641846,0.06374413520097733
0.0573597326874733,0.062005724757909775,0.0637601763010025
0.057359952479600906,0.06200128048658371,0.06376491487026215
0.057359565049409866,0.062006425112485886,0.06375797837972641
0.057359762489795685,0.0620066337287426,0.06375817954540253
0.05735975131392479,0.06200775131583214,0.06376700848340988
0.057359762489795685,0.06200845539569855,0.06376741081476212
0.05736006051301956,0.062002841383218765,0.06376069784164429
0.05735979974269867,0.06200431287288666,0.06375479698181152
0.057359978556632996,0.06200446933507919,0.06377316266298294
0.0573597326874733,0.061996813863515854,0.06375814229249954
0.05736030638217926,0.062010448426008224,0.06375870108604431
0.057359885424375534,0.06200646981596947,0.06374867260456085
0.05736022815108299,0.06200351566076279,0.06376811861991882
0.05735960230231285,0.06199820712208748,0.06377342343330383
0.05735967680811882,0.062008731067180634,0.0637509673833847
0.057359881699085236,0.06201017647981644,0.06376588344573975
0.05735994502902031,0.06200766935944557,0.0637592151761055
0.05735982954502106,0.06200416386127472,0.06377048790454865
0.05735962837934494,0.062002863734960556,0.0637713223695755
0.057359643280506134,0.06200703606009483,0.0637558102607727
0.05735981464385986,0.06200423091650009,0.06376194208860397
0.05735963210463524,0.06200229749083519,0.06377457082271576
0.05735965073108673,0.06200646609067917,0.06376856565475464
0.05735970661044121,0.06199876219034195,0.06376387178897858
0.0573599673807621,0.0619993731379509,0.06375602632761002
0.05735999718308449,0.06200443208217621,0.0637613907456398
0.057359728962183,0.06200026720762253,0.06375913321971893
0.05735965445637703,0.062000297009944916,0.06377168744802475
0.05735987424850464,0.061999086290597916,0.0637570470571518
0.0573602132499218,0.06199662759900093,0.06377214938402176
0.05736010894179344,0.0620027631521225,0.06378500163555145
0.0573602169752121,0.06200273707509041,0.06377456337213516
0.05735968053340912,0.06200142204761505,0.06376127898693085
0.057359568774700165,0.06200036033987999,0.06376024335622787
0.05735956132411957,0.062000926584005356,0.0637691542506218
0.057359810918569565,0.061996765434741974,0.06376854330301285
0.05735980346798897,0.061998993158340454,0.06375998258590698
0.057359881699085236,0.062004461884498596,0.063773013651371
0.05735984817147255,0.06200122833251953,0.06375046074390411
0.057359617203474045,0.062001150101423264,0.06376156955957413
0.05735976994037628,0.062009263783693314,0.06377162039279938
0.057359881699085236,0.061999958008527756,0.0637616366147995
0.0573599673807621,0.06200430542230606,0.0637473613023758
0.057359728962183,0.062003426253795624,0.06375464051961899
0.05735951289534569,0.06200519949197769,0.06376080214977264
0.05735969915986061,0.06200474128127098,0.06377136707305908
0.057359784841537476,0.06200810894370079,0.06376560777425766
0.05735968053340912,0.062003329396247864,0.063741035759449
0.05735962465405464,0.06201138719916344,0.06375060230493546
0.05735953897237778,0.06199898570775986,0.06373133510351181
0.057359956204891205,0.06199856474995613,0.06377479434013367
0.05735999718308449,0.062002360820770264,0.063780777156353
0.05735974386334419,0.062006618827581406,0.06375531852245331
0.05735962092876434,0.06200066953897476,0.06376772373914719
0.0573597177863121,0.062008511275053024,0.06375214457511902
0.05736012011766434,0.062003862112760544,0.06376028805971146
0.05736000835895538,0.062003083527088165,0.06376843899488449
0.057360246777534485,0.06200379878282547,0.06377192586660385
0.0573597215116024,0.062004365026950836,0.0637691468000412
0.05736026167869568,0.062009647488594055,0.06376682221889496
0.05735987052321434,0.06200159341096878,0.06375590711832047
0.057359881699085236,0.061994027346372604,0.06376950442790985
0.05735981836915016,0.06200389564037323,0.06374853849411011
0.05735985189676285,0.06200192868709564,0.06375131011009216
0.05736007168889046,0.06200246885418892,0.06377796828746796
0.05735994875431061,0.06199413910508156,0.06376238912343979
0.05735953897237778,0.062000155448913574,0.0637582466006279
0.05735941231250763,0.06200495734810829,0.06375713646411896
0.057359956204891205,0.06201021000742912,0.06376015394926071
0.057359617203474045,0.06200497969985008,0.06374949216842651
0.057359930127859116,0.06200665235519409,0.06376189738512039
0.057359714061021805,0.062004685401916504,0.06375721096992493
0.05735981836915016,0.06200551986694336,0.06377354264259338
0.05735994502902031,0.0620073601603508,0.0637500062584877
0.05735984444618225,0.06200731173157692,0.06376510113477707
0.057359956204891205,0.062005165964365005,0.06376341730356216
0.05735962837934494,0.062005165964365005,0.06374642252922058
0.057359479367733,0.06200431287288666,0.06375230848789215
0.05735981464385986,0.06200425326824188,0.06376747041940689
0.05735986679792404,0.062000736594200134,0.06376868486404419
0.0573599673807621,0.06200019642710686,0.06377679109573364
0.05736011266708374,0.06200188770890236,0.06379133462905884
0.057360224425792694,0.061998751014471054,0.06377062201499939
0.05735970661044121,0.06200127676129341,0.0637507513165474
0.057359520345926285,0.06199980154633522,0.06375457346439362
0.05735969915986061,0.0620000921189785,0.0637717992067337
0.057359907776117325,0.062004320323467255,0.06375491619110107
0.05735987797379494,0.06199602782726288,0.06376722455024719
0.05735945701599121,0.06200446933507919,0.06376590579748154
0.0573597326874733,0.061999302357435226,0.06374666094779968
0.05736001580953598,0.062002744525671005,0.06377437710762024
0.05736010894179344,0.061999574303627014,0.06378035992383957
0.05735986307263374,0.06200585886836052,0.06377087533473969
0.057359904050827026,0.06200334429740906,0.06376531720161438
0.05735957622528076,0.062003470957279205,0.06376057863235474
0.05735987052321434,0.06200419366359711,0.06376934051513672
0.05735965818166733,0.06200072169303894,0.06375899165868759
0.05735994875431061,0.06199939548969269,0.06377218663692474
0.05736029893159866,0.06200440600514412,0.06375156342983246
0.057359740138053894,0.062001556158065796,0.06377516686916351
0.057359855622053146,0.06201435253024101,0.0637640506029129
0.05735969543457031,0.06200125068426132,0.06377121806144714
0.05735988914966583,0.061998914927244186,0.0637669563293457
0.057359497994184494,0.06199976056814194,0.06376496702432632
0.05735955387353897,0.062005676329135895,0.06376311182975769
0.05735979601740837,0.062002554535865784,0.06376954913139343
0.057360097765922546,0.06199952960014343,0.06377679854631424
0.05735952779650688,0.06200219690799713,0.0637582466006279
0.057360149919986725,0.0620039626955986,0.06376980990171432
0.05735975131392479,0.061996933072805405,0.06376109272241592
0.05735951289534569,0.06201183423399925,0.06376536935567856
0.05735965818166733,0.06199934333562851,0.06377896666526794
0.05735967680811882,0.06200480833649635,0.06376548111438751
0.05735957995057106,0.062005359679460526,0.063762366771698
0.057359740138053894,0.062003329396247864,0.0637664869427681
0.05735986307263374,0.06200185418128967,0.06376419216394424
0.05735979229211807,0.06200393661856651,0.06376399099826813
0.057359956204891205,0.06199873611330986,0.06376811116933823
0.057359952479600906,0.06199609115719795,0.06377402693033218
0.05735953897237778,0.06200450658798218,0.06375883519649506
0.05735965073108673,0.06200944259762764,0.06375493854284286
0.05735981836915016,0.062000490725040436,0.06376474350690842
0.05735976994037628,0.062006618827581406,0.06377831101417542
0.05735970288515091,0.062001101672649384,0.06376167386770248
0.05735991895198822,0.06199882924556732,0.06376395374536514
0.05735951289534569,0.06200627237558365,0.06374972313642502
0.057359594851732254,0.06201085448265076,0.06376425176858902
0.05735991150140762,0.06199643015861511,0.06375862658023834
0.0573594905436039,0.061997488141059875,0.06376511603593826
0.05736003443598747,0.06199587136507034,0.0637618899345398
0.05735991895198822,0.06201157346367836,0.06376507133245468
0.05736015737056732,0.062000829726457596,0.0637734979391098
0.05735981836915016,0.06200863793492317,0.06376221776008606
0.057359904050827026,0.06200193986296654,0.0637669786810875
