test,training,validation
0.5641971826553345,0.6506197452545166,0.6539888381958008
0.054121676832437515,0.0594058521091938,0.0636688768863678
0.0536235086619854,0.05830448120832443,0.06263182312250137
0.054195836186409,0.05715368688106537,0.06153177469968796
0.0555463545024395,0.055576007813215256,0.060096994042396545
0.055830683559179306,0.05508645996451378,0.0594937838613987
0.056247539818286896,0.05448394641280174,0.05887485668063164
0.056673284620046616,0.05399174243211746,0.0581318624317646
0.05765887349843979,0.05383355915546417,0.05811313912272453
0.05751993879675865,0.05358559265732765,0.057727862149477005
0.0579979233443737,0.0534445121884346,0.05767684429883957
0.058396756649017334,0.05327790230512619,0.057594723999500275
0.058727897703647614,0.053222425282001495,0.05759842321276665
0.0584859624505043,0.0531669557094574,0.05753844603896141
0.05862673744559288,0.05314859002828598,0.05756700411438942
0.05879944935441017,0.05304569751024246,0.05750110745429993
0.05880366265773773,0.0530349463224411,0.05740846320986748
0.0590338259935379,0.05296507850289345,0.057457149028778076
0.05888157710433006,0.05297005549073219,0.05747608095407486
0.059085458517074585,0.052936967462301254,0.05741157755255699
0.05908035486936569,0.05290357396006584,0.057405199855566025
0.05909305810928345,0.0529317744076252,0.05745008587837219
0.05901182442903519,0.05287093296647072,0.05736229196190834
0.058816131204366684,0.052908655256032944,0.05736158788204193
0.059035249054431915,0.05290144309401512,0.05739479139447212
0.05908060446381569,0.05288049578666687,0.05735925957560539
0.05890848860144615,0.05287186801433563,0.057404376566410065
0.05905257537961006,0.0528816394507885,0.05739026144146919
0.05901843309402466,0.05291622132062912,0.05743323639035225
0.059043265879154205,0.05287490040063858,0.05738554149866104
0.059173401445150375,0.05284899100661278,0.057386793196201324
0.059019867330789566,0.052867792546749115,0.05736854299902916
0.059031061828136444,0.052863217890262604,0.05737665668129921
0.05895989015698433,0.05289429798722267,0.05740823969244957
0.059048183262348175,0.052862510085105896,0.057387787848711014
0.05904070660471916,0.05286141112446785,0.057371947914361954
0.059027545154094696,0.05285366252064705,0.057363301515579224
0.059173330664634705,0.05285012722015381,0.05737878754734993
0.05908440425992012,0.052852094173431396,0.057373106479644775
0.05907759070396423,0.05287054926156998,0.05737970396876335
0.059097111225128174,0.052859507501125336,0.05740649625658989
0.05902489274740219,0.052867818623781204,0.057381074875593185
0.059074800461530685,0.05285315588116646,0.05737874284386635
0.059017159044742584,0.05284518375992775,0.05734878405928612
0.05896376445889473,0.052829209715127945,0.05733264982700348
0.0591689832508564,0.05281316116452217,0.05733012408018112
0.0589522123336792,0.05283590033650398,0.05734242498874664
0.05916019529104233,0.052833519876003265,0.057355865836143494
0.05909715220332146,0.05282561108469963,0.057342853397130966
0.05893281474709511,0.05283347889780998,0.05735139548778534
0.058977022767066956,0.05282657966017723,0.05735230818390846
0.05896813049912453,0.05280930548906326,0.05732112377882004
0.058994825929403305,0.05283239111304283,0.05734821781516075
0.059023987501859665,0.052804749459028244,0.057332705706357956
0.05909561738371849,0.05282272398471832,0.057360514998435974
0.05911223217844963,0.052832458168268204,0.05736171826720238
0.059093937277793884,0.05280366539955139,0.05733780562877655
0.059090446680784225,0.05280759930610657,0.05732839182019234
0.05906170234084129,0.05282770097255707,0.057382263243198395
0.059112392365932465,0.05280338600277901,0.057335685938596725
0.05900216102600098,0.052839238196611404,0.05738767609000206
0.05922174081206322,0.05280119925737381,0.0573313944041729
0.0590764619410038,0.052827224135398865,0.0573381669819355
0.05917389690876007,0.05281386896967888,0.05734533071517944
0.0589883029460907,0.05279365926980972,0.05731833726167679
0.05902927368879318,0.05281028896570206,0.057330720126628876
0.05914529040455818,0.0528067871928215,0.057328008115291595
0.059107888489961624,0.05279828608036041,0.05732393264770508
0.059074945747852325,0.052793290466070175,0.05731286108493805
0.05906536430120468,0.0528004951775074,0.05731954798102379
0.05920657142996788,0.052781566977500916,0.057305071502923965
0.05913807824254036,0.05279199406504631,0.05730742961168289
0.05902906507253647,0.05279906466603279,0.05734286457300186
0.05918130278587341,0.052789218723773956,0.0573354996740818
0.059073951095342636,0.052771274000406265,0.05729641392827034
0.05909907445311546,0.05280603840947151,0.05733060836791992
0.05908728018403053,0.05279478430747986,0.057318054139614105
0.059088364243507385,0.05277492478489876,0.057270098477602005
0.0591970793902874,0.05276300758123398,0.05734461918473244
0.05907830968499184,0.05278237536549568,0.057357463985681534
0.059207767248153687,0.05277564376592636,0.05729905515909195
0.059076495468616486,0.05280907824635506,0.05734286829829216
0.059188153594732285,0.0527922697365284,0.05735587328672409
0.05917387828230858,0.052762094885110855,0.05729151517152786
0.059139881283044815,0.05277112126350403,0.05728621408343315
0.0591200552880764,0.052765510976314545,0.0573076494038105
0.0591130331158638,0.052780091762542725,0.05731576308608055
0.05910129472613335,0.052771326154470444,0.057313062250614166
0.0591476708650589,0.0527648851275444,0.05728562921285629
0.05918409675359726,0.05276022478938103,0.05728332698345184
0.05913371220231056,0.05277314782142639,0.05731893703341484
0.059179771691560745,0.052759990096092224,0.057296022772789
0.05908162519335747,0.05275562405586243,0.057291243225336075
0.05911044776439667,0.052737750113010406,0.057269129902124405
0.059060923755168915,0.05277958884835243,0.05732963979244232
0.059215400367975235,0.05276176333427429,0.05728045105934143
0.05906488001346588,0.05274059623479843,0.05729912221431732
0.0592101588845253,0.05274978652596474,0.05727730318903923
0.05920228734612465,0.052745603024959564,0.05729341879487038
0.05925264209508896,0.05274071916937828,0.05730106309056282
