expected,real
-0.11163444,0.13372932
-0.0926,0.10590552
-0.09928778,0.12280025
-0.08179667,0.021948129
-0.07408,0.015606017
-0.08694111,0.016625512
-0.074594446,0.008355909
-0.06790667,0.008784345
-0.066877775,-0.003966614
-0.039612222,-0.010366476
-0.015433333,-0.008090846
-0.03446778,0.078045234
-0.029837778,-0.03877344
-0.031895556,0.019143546
-0.026236666,-0.06922432
0.019034445,-0.047408324
-0.03806889,-0.041070644
-0.014918889,-0.041425522
-0.033953335,-0.03165444
-0.015433333,0.0730355
-0.050415557,0.01621996
-0.045785554,-0.087036654
-0.07613778,-0.04175159
-0.06224778,-0.08628992
-0.06379111,-0.059995063
-0.074594446,-0.024083119
-0.07613778,-0.018474493
-0.101345554,-0.0433486
-0.096715555,0.0065397676
-0.096201114,-0.0038742435
-0.08694111,0.0014070952
-0.08128222,0.010365094
-0.066363335,0.043576382
-0.09517222,0.05534261
-0.07562333,0.050814524
-0.06945,0.07074265
-0.039612222,0.08269072
-0.04167,0.1012133
-0.011832222,0.07537606
-0.020063333,0.05893445
0.0066877776,0.08871202
0.02315,0.10671335
0.015433333,0.06265603
0.02778,0.06294065
0.057103332,0.029124405
0.05556,0.093146265
0.048357777,0.09453271
0.059675556,0.13952588
0.07562333,0.023724435
0.09465778,0.077304445
0.05093,0.06732336
0.07665222,0.06277516
0.11677889,0.054896817
0.12295222,0.050769962
0.047843333,0.048025955
0.096201114,0.096281014
0.100831114,-0.053237922
0.10186,0.021456117
0.060704444,0.03184592
0.06019,0.021496868
0.061218888,-0.016921863
0.038583335,0.072457105
-0.01389,-0.12351292
-0.04887222,-0.11976986
0.019034445,-0.121851966
-0.039612222,-0.10994554
-0.03241,-0.13422035
-0.066877775,-0.13453242
-0.048357777,-0.13009435
-0.08128222,-0.1326614
-0.069964446,-0.13469179
-0.11472111,-0.13433628
-0.10854778,-0.13722783
-0.08951333,-0.13878837
-0.14301555,-0.1391832
-0.15433334,-0.13465269
-0.1852,-0.13608359
-0.14250112,-0.13631673
-0.22069667,-0.13619336
-0.1852,-0.12865932
-0.19497444,-0.13244328
-0.17748334,-0.12588789
-0.18571444,-0.12395573
-0.16410778,-0.11869454
-0.15381889,-0.10015679
-0.14404444,-0.09743286
-0.11523555,-0.09183974
-0.13787112,-0.10934565
-0.096715555,-0.10071964
-0.09825889,-0.104291156
-0.08642667,-0.1091786
-0.15227556,-0.097276166
-0.13169777,-0.110559344
-0.13992889,-0.11771624
-0.12140889,-0.11438031
-0.10649,-0.12751383
-0.11677889,-0.12510215
-0.09825889,-0.11745935
-0.069964446,-0.079994746
-0.08179667,-0.054841567
-0.07305111,-0.03156176
0.0,-0.0059918547
0.0,-0.017983634
0.0,-0.014458623
0.0,-0.004102496
0.0,-0.0101160435
0.0,-0.0044176793
0.0,-0.009115583
0.0,0.00021092035
0.0,-0.011851164
0.0,-0.0016299379
0.0,-0.0067909416
0.0,-0.006705353
0.0066877776,0.033965815
0.01389,0.030024035
0.011317777,0.040130712
0.014918889,0.026821848
0.022635555,0.032715272
0.024178889,0.027958639
0.014404444,0.0321352
0.028294444,0.03306196
0.023664445,0.023989672
0.02778,0.026353434
0.043727778,-0.057404794
0.030866666,-0.046097167
0.033438887,-0.032796826
0.041155554,0.053870756
0.024178889,0.05538654
0.02778,0.013370441
0.025722222,0.029051391
0.030352222,0.022278268
0.037554443,0.007882918
0.021606667,0.037924398
0.014404444,0.027580993
0.029837778,0.015090074
0.010288889,0.027082743
0.018005555,0.032168113
0.024178889,0.034557234
0.026236666,0.026254768
0.017491112,0.018825551
0.008231111,0.031803556
0.011317777,0.0488548
0.06893556,-0.022376815
0.08951333,-0.023239829
0.02778,-0.045719907
-0.14661667,-0.04736815
-0.10340333,-0.04150344
-0.049386665,-0.04397516
-0.08231111,-0.041110303
-0.04269889,-0.066534586
-0.0463,-0.1222209
-0.10649,-0.051011346
-0.015947778,-0.054901883
-0.07613778,-0.04715099
-0.055045556,-0.051004123
-0.05556,-0.05483699
0.020577777,-0.05741268
-0.045785554,-0.05989799
-0.03806889,-0.060952377
-0.057103332,-0.063311204
0.019034445,-0.06710514
-0.0051444443,-0.07877705
-0.0015433333,-0.069450445
0.042184446,-0.071477674
0.0108033335,-0.071805894
0.00926,-0.073545516
-0.010288889,-0.076107025
-0.022635555,-0.078512475
-0.03241,-0.08332328
0.08025333,-0.08718504
0.010288889,-0.09820216
-0.028808888,-0.085594766
0.052987777,-0.08810723
-0.029323334,-0.08914111
-0.009774445,-0.09207737
0.05916111,-0.10074603
0.0015433333,-0.09612723
0.04167,-0.10044093
0.074594446,-0.103382684
0.0025722221,-0.100774996
0.00463,-0.103382245
0.09517222,-0.12516038
0.010288889,-0.1134706
0.07768111,-0.10394718
0.049901113,-0.10400104
-0.04732889,-0.103027925
0.020577777,-0.105353095
0.021606667,-0.104388334
0.012346666,-0.10434467
-0.024178889,-0.107471265
-0.020577777,-0.11199792
-0.030352222,-0.10676115
-0.043727778,-0.110346176
-0.03446778,-0.11115545
-0.04269889,-0.1111805
-0.0015433333,-0.11226845
-0.04887222,-0.11303024
-0.044756666,-0.11432406
-0.046814445,-0.11604261
-0.060704444,-0.117704846
-0.014918889,-0.1199001
-0.021606667,-0.121265754
-0.020063333,-0.12225767
-0.015947778,-0.122365735
-0.028808888,-0.1243936
0.031895556,-0.124707215
-0.0010288889,-0.123943254
-0.03138111,-0.12509914
-0.0056588887,-0.12699401
0.0041155554,-0.12622002
-0.04732889,-0.12695818
-0.05916111,-0.12953061
-0.06482,-0.13052753
-0.069964446,-0.13163865
-0.02212111,-0.13240165
-0.15793444,-0.13321662
-0.10546111,-0.13485317
-0.08076778,-0.1330766
-0.12295222,-0.1341799
-0.09928778,-0.13386585
-0.074594446,-0.12531982
-0.13015445,-0.13492137
-0.17594,-0.13436571
-0.09723,-0.12388515
-0.15793444,-0.12808079
-0.12861112,-0.12841946
-0.16925222,-0.1276368
-0.13015445,-0.12506558
-0.09877333,-0.09385944
-0.18931556,-0.09682134
-0.096201114,-0.07565111
-0.08848444,-0.07516498
1.7031655,-0.074914634
1.61571,-0.12917085
1.6558367,-0.124489896
1.7016222,-0.09030646
1.7335178,-0.054001667
1.7047089,-0.03820525
1.69442,-0.032472268
0.1852,-0.03054347
1.6697266,-0.032411892
1.7237433,-0.031173844
0.0,-0.02832923
0.0,-0.030175453
0.0,-0.027421206
0.0,-0.030129123
0.0,-0.031306576
0.0,-0.03072176
-0.1,-0.028490273
1.4941033,-0.029719291
-0.1,-0.030701632
-0.1,-0.031570304
-0.1,-0.030610107
-0.1,-0.030938752
-0.1,-0.031889167
-0.2,-0.032931626
-0.2,-0.032045588
-0.2,-0.032282807
-0.1,-0.031478602
-0.1,-0.030095477
-0.1,-0.030167712
-0.1,-0.031658847
-0.1,-0.030675491
-0.3,-0.02867162
-0.3,-0.029703986
-0.2,-0.028690975
-0.3,-0.029919384
-0.3,-0.029234769
-0.3,-0.028905435
-0.3,-0.02921065
-0.4,-0.030058853
-0.4,-0.030008296
-1.4115944,-0.03048279
-1.2368022,-0.03404391
-1.3011078,-0.03960872
-1.2131377,-0.046807624
-1.2247722,-0.060250644
-1.2355756,-0.08021547
-1.1033633,-0.10218414
-1.2119111,-0.122049965
-1.1633556,-0.13843852
-1.1973089,-0.14345938
-0.19291666,-0.13597317
-0.17285334,-0.14401211
-0.12295222,-0.14432828
-0.20680666,-0.13854589
-0.07665222,-0.13887434
-0.06430556,-0.13140164
-0.22687,-0.11907903
-0.12295222,-0.11919088
-0.09157111,-0.11564131
-0.0463,-0.13422929
-0.08797,-0.12910937
-0.10186,-0.122133695
-0.047843333,-0.12736516
-0.079738885,-0.13117644
-0.11523555,-0.117394716
-0.20011888,-0.11354754
-0.16976666,-0.11826623
-0.16513667,-0.11963593
-0.14507334,-0.12436512
-0.15639111,-0.13188337
-0.10751889,-0.13248153
-0.08848444,-0.08842153
-0.12809667,-0.077129096
-0.100316666,-0.01907252
-0.08334,-0.029473683
0.0,-0.005236926
0.0,0.002503906
0.0,0.0012858298
0.0,-0.01120229
0.0,-0.051755242
0.0,-0.0022600458
0.0,-0.0048027174
0.0,-0.004798366
0.0,-0.007038855
0.0,-0.0055924873
0.0,-0.013740306
0.0,-0.05655002
0.0,-0.007231845
0.0,-0.010073043
0.0,-0.008928946
0.0,-0.009838969
0.0,-0.009639581
0.0,-0.010767064
0.0,-0.01053052
0.0,-0.011548205
0.0,-0.017524019
0.0,-0.012568369
0.0,-0.0049728546
0.0,-0.0053383107
0.0,-0.0056065237
0.0,-0.009107299
0.0,-0.012458654
0.0,-0.006670695
0.0,-0.003085326
0.0,-0.015766528
0.0,-0.004376821
0.0,-0.00043501516
0.0,-0.0056965537
0.0,-0.0042374087
0.0,-0.06145376
0.0,-0.06182185
0.0,-0.06177096
0.0,-0.06163546
0.0,-0.061580535
0.18571444,0.010497671
0.20217666,-0.009082684
0.12038,-0.029374095
0.079224445,-0.03761289
